timestamps,cell_specimen_id,dff,session_type,behavior_session_id,cre_line,pupil_area,speed
309.96176,1086489601,-0.029722618,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3955.4158,-0.16247661
309.99408,1086489601,0.017812649,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,4194.682,-0.038863614
310.02637,1086489601,-0.03895059,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3730.1965,0.08316612
310.0587,1086489601,0.114850536,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3613.2876,0.16158816
310.09097,1086489601,0.0382671,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3736.721,0.15121575
310.1233,1086489601,-0.058769517,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3673.6838,0.016641518
310.15558,1086489601,0.04477918,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3653.7502,-0.19814
310.1879,1086489601,-0.008801155,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3706.8,-0.35755304
310.2202,1086489601,-0.057121374,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3528.4065,-0.31301504
310.2525,1086489601,-0.11625492,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3599.7354,-0.055239554
310.2848,1086489601,-0.06197638,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,4054.627,0.2555702
310.3171,1086489601,-0.01425174,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,4074.4375,0.4476276
310.3494,1086489601,-0.11711805,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,4216.396,0.45874363
310.3817,1086489601,-0.061835118,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3861.893,0.32231438
310.41403,1086489601,0.12578718,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3886.9414,0.09796732
310.44632,1086489601,0.05945247,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3743.2102,-0.1694802
310.47864,1086489601,-0.17516358,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3945.732,-0.4299869
310.51093,1086489601,0.015675997,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,4046.123,-0.60066015
310.54324,1086489601,-0.12676154,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,4076.3428,-0.5890528
310.57553,1086489601,-0.08706798,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3784.8728,-0.37359834
310.60785,1086489601,-0.18212277,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3550.335,-0.049160413
310.64014,1086489601,-0.04261654,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3546.143,0.24117544
310.67245,1086489601,0.042744108,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3486.9607,0.4138542
310.70474,1086489601,-0.005455135,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3583.487,0.46152225
310.73706,1086489601,0.03064052,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,4011.8928,0.39027524
310.76935,1086489601,-0.08088871,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,4005.623,0.20202976
310.80167,1086489601,0.04674684,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3730.47,-0.059917625
310.83398,1086489601,0.15669906,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3701.7957,-0.29128727
310.86627,1086489601,-0.041791134,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3674.169,-0.38039964
310.8986,1086489601,0.03558898,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3746.4353,-0.29405445
310.93088,1086489601,0.09313777,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3786.6245,-0.09057976
310.9632,1086489601,0.060583703,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3613.9622,0.08691318
310.99548,1086489601,0.023958536,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3598.1643,0.111731544
311.0278,1086489601,-0.05006257,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3601.3076,-0.010749697
311.0601,1086489601,-0.087054625,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3531.4358,-0.17711823
311.0924,1086489601,0.067780405,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3244.0217,-0.25476125
311.1247,1086489601,0.052838992,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3639.8943,-0.1414642
311.157,1086489601,-0.10823496,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3644.6292,0.13361026
311.1893,1086489601,-0.09126312,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3543.4058,0.41473544
311.22162,1086489601,-0.025646368,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3989.1257,0.5432807
311.2539,1086489601,-0.05845029,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,4170.086,0.46872342
311.28622,1086489601,-0.002747044,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3813.5657,0.24269585
311.31854,1086489601,-0.03822423,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3724.0503,-0.040230557
311.35083,1086489601,-0.023550995,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3389.154,-0.28962013
311.38315,1086489601,-0.044239707,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3589.4536,-0.4170779
311.41544,1086489601,-0.02051215,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3454.5151,-0.35455903
311.44775,1086489601,-0.13847265,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3800.6428,-0.13180041
311.48004,1086489601,-0.13377365,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3986.6824,0.08419436
311.51236,1086489601,-0.13155517,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3656.555,0.1364132
311.54465,1086489601,0.09427678,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3566.2146,0.03962823
311.57697,1086489601,0.019730685,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3489.441,-0.073139295
311.60925,1086489601,0.071458,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3678.5024,-0.116179794
311.64157,1086489601,0.02628648,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3584.5825,-0.11830159
311.67386,1086489601,0.10762106,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3609.398,-0.14482057
311.70618,1086489601,0.05730169,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3595.5125,-0.16442615
311.7385,1086489601,0.058872655,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3615.5308,-0.098699525
311.77078,1086489601,0.17335165,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3558.285,0.057760764
311.8031,1086489601,0.0035318367,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3678.8616,0.2424812
311.8354,1086489601,0.05084924,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3830.5835,0.3623982
311.86768,1086489601,-0.14775589,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3773.4468,0.34518966
311.9,1086489601,-0.025915563,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3633.5344,0.20465903
311.9323,1086489601,-0.053564064,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3639.151,0.034353342
311.9646,1086489601,0.01989408,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,4034.3567,-0.0782331
311.99692,1086489601,0.026215177,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,4138.224,-0.102950774
312.0292,1086489601,-0.11457303,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3749.634,-0.06481783
312.06152,1086489601,0.012743864,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3884.8843,-0.017370995
312.0938,1086489601,-0.047269046,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3780.0825,-0.011843139
312.12613,1086489601,0.033359773,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,4053.6794,-0.048979376
312.15842,1086489601,-0.051466286,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3798.3901,-0.056879405
312.19073,1086489601,-0.025649186,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3679.2458,0.029574119
312.22305,1086489601,0.09442348,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3845.0117,0.14866883
312.25534,1086489601,0.016578412,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3863.1423,0.1580316
312.28763,1086489601,0.047850277,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3885.7048,0.012569178
312.31995,1086489601,-0.039400507,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,4719.652,-0.1984037
312.35226,1086489601,-0.048346497,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,4052.749,-0.3301675
312.38455,1086489601,0,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3679.0464,-0.29759252
312.41687,1086489601,-0.041951496,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3940.3215,-0.13345498
312.44916,1086489601,-0.047364324,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,4283.936,0.044240817
312.48148,1086489601,0.035512224,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,4321.6147,0.09745229
312.51376,1086489601,0.019147495,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,4032.0369,-0.014076832
312.54608,1086489601,0.047093242,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,4332.093,-0.17821516
312.57837,1086489601,-0.0145186875,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3885.6333,-0.23326235
312.6107,1086489601,-0.014346718,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3997.7607,-0.12960641
312.64297,1086489601,-0.1647294,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,4038.8901,0.032786075
312.6753,1086489601,-0.12283428,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,4150.0933,0.13632168
312.70758,1086489601,0.013112801,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,4087.3892,0.16592167
312.7399,1086489601,-0.1209576,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,4121.2324,0.14198893
312.7722,1086489601,-0.08265806,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,4070.8157,0.062038314
312.8045,1086489601,-0.003719043,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,4090.575,-0.031424917
312.83682,1086489601,0.09435648,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,4234.348,-0.06087535
312.8691,1086489601,0.03762399,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,4348.5063,-0.012073412
312.90143,1086489601,0.057698216,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,4152.0894,0.060772233
312.93372,1086489601,-0.025920525,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,4013.15,0.13723204
312.96603,1086489601,0.064192,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,4037.0938,0.23297773
312.99832,1086489601,0.13873346,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,4001.264,0.3031487
313.03064,1086489601,0.17407192,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,4063.5657,0.27511513
313.06293,1086489601,-0.05916098,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,4081.6829,0.13629933
313.09525,1086489601,-0.04205405,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,4181.922,-0.037826292
313.12753,1086489601,-0.002893913,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,4114.501,-0.13782014
313.15985,1086489601,-0.024249613,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,4071.0693,-0.11158456
313.19214,1086489601,0.05790209,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3875.8093,-0.01910229
313.22446,1086489601,-0.036781136,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3873.0513,0.039288636
313.25677,1086489601,0.038056504,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3921.397,0.04657745
313.28906,1086489601,0.09857852,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,4490.734,0.056123946
313.32138,1086489601,0.08369426,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,4016.0222,0.07759086
313.35367,1086489601,0.015940266,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3720.0776,0.06464334
313.386,1086489601,-0.0125879245,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3768.518,-0.01221925
313.41827,1086489601,-0.029765164,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3951.5107,-0.16476731
313.4506,1086489601,0.083214015,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3704.1646,-0.3742204
313.48288,1086489601,-0.061639175,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3847.2673,-0.54297984
313.5152,1086489601,-0.102676235,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3902.0256,-0.5475628
313.5475,1086489601,0.03958706,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3613.4648,-0.35082296
313.5798,1086489601,-0.12448646,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3861.7278,-0.024129402
313.6121,1086489601,-0.009766861,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3778.4978,0.3107994
313.6444,1086489601,0.11027175,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3909.347,0.5368759
313.6767,1086489601,0.059817925,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,4028.9602,0.5603198
313.709,1086489601,-0.037910048,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,4006.4744,0.37228915
313.74133,1086489601,0.009286207,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3872.1426,0.098527774
313.77362,1086489601,0.14007786,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3696.4421,-0.09459074
313.80594,1086489601,0.12455175,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3682.9863,-0.169395
313.83823,1086489601,0.088533446,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3738.5566,-0.2147609
313.87054,1086489601,0.22672215,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,4053.282,-0.26482627
313.90283,1086489601,0.009659266,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3985.6248,-0.23306638
313.93515,1086489601,0.049933027,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3835.3066,-0.071146935
313.96744,1086489601,0.030393286,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3925.533,0.12499424
313.99976,1086489601,0.14554708,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3796.0532,0.21098189
314.03204,1086489601,0.07533927,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3501.5837,0.1508649
314.06436,1086489601,0.12064506,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3359.6497,0.014398299
314.09665,1086489601,0.0140793,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3377.4695,-0.12412513
314.12897,1086489601,-0.075704664,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3375.1333,-0.19072852
314.16125,1086489601,-0.08673656,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3521.393,-0.14255953
314.19357,1086489601,-0.054016374,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3325.083,-0.015009131
314.2259,1086489601,-0.035298523,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3461.8677,0.12487522
314.25818,1086489601,-0.055458274,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3660.785,0.20818308
314.29047,1086489601,-0.05469851,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3555.299,0.1923357
314.32278,1086489601,-0.0015999785,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3464.2021,0.069381036
314.3551,1086489601,0.05601509,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3340.2705,-0.13069335
314.3874,1086489601,-0.010823891,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3413.9087,-0.32867783
314.4197,1086489601,0.071423724,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3634.6057,-0.41180423
314.452,1086489601,-0.014742594,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3431.0095,-0.30195796
314.4843,1086489601,0.0081398245,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3651.257,-0.04301574
314.5166,1086489601,-0.012737292,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3622.16,0.24809965
314.54892,1086489601,-0.04029228,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3580.391,0.4678312
314.5812,1086489601,-0.040771797,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3631.0254,0.53278935
314.61353,1086489601,-0.021268817,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3674.5574,0.4082692
314.64584,1086489601,-0.077681586,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3712.0972,0.16373996
314.67813,1086489601,-0.07324412,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3667.3145,-0.07391897
314.71042,1086489601,-0.16704747,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3561.0757,-0.20979203
314.74274,1086489601,-0.07036143,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3563.726,-0.23366521
314.77505,1086489601,0.080345824,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3466.7073,-0.19037545
314.80734,1086489601,0.07544002,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3597.3123,-0.11015441
314.83966,1086489601,0.055774014,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3545.46,-0.009264299
314.87195,1086489601,-0.007001296,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3532.5144,0.08633565
314.90427,1086489601,-0.00528249,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3448.33,0.12271996
314.93655,1086489601,0.049129777,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3568.666,0.05318766
314.96887,1086489601,-0.064652525,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3640.452,-0.079302855
315.00116,1086489601,0.0740758,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3483.3606,-0.18803895
315.03348,1086489601,-0.042679455,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3440.0483,-0.24421561
315.06577,1086489601,-0.05181225,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3391.094,-0.24066871
315.09808,1086489601,-0.09921967,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3192.01,-0.15728278
315.1304,1086489601,-0.05732896,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3227.3145,-0.027852587
315.1627,1086489601,0.04517556,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3222.5256,0.07764248
315.19498,1086489601,0.019191142,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,2878.2603,0.12365497
315.2273,1086489601,-0.06150482,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,2746.877,0.14920798
315.2596,1086489601,0.083584435,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,2808.7905,0.21417557
315.2919,1086489601,0.028437747,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,2867.1807,0.28291908
315.32422,1086489601,-0.06575001,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3046.8296,0.28351942
315.3565,1086489601,0.0020832494,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3095.7441,0.2133953
315.38882,1086489601,0.02169707,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,2939.0525,0.11458468
315.4211,1086489601,0.042139918,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,2820.6338,0.015567414
315.45343,1086489601,-0.010030847,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,2999.161,-0.07963956
315.48572,1086489601,-0.056038715,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3117.5403,-0.168387
315.51804,1086489601,0.026030464,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,2966.2517,-0.2407368
315.55035,1086489601,-0.07177771,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,3028.3542,-0.2619882
315.58264,1086489601,-0.042357042,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,2883.354,-0.17976667
315.61493,1086489601,0.1102011,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,2857.223,0.020976657
315.64725,1086489601,0.026019275,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,2676.7957,0.2526316
315.67953,1086489601,-0.0037136748,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,2919.371,0.34361097
315.71185,1086489601,-0.0025241876,OPHYS_6_images_B,788017709,Slc17a7-IRES2-Cre,2840.7788,0.19077995
