ophys_experiment_id,equipment_name,full_genotype,mouse_id,reporter_line,driver_line,sex,age_in_days,cre_line,indicator,session_number,prior_exposures_to_session_type,prior_exposures_to_image_set,prior_exposures_to_omissions,ophys_session_id,behavior_session_id,ophys_container_id,project_code,imaging_depth,targeted_structure,date_of_acquisition,session_type,experience_level,passive,image_set,file_id,cell_type
851085109,MESO.1,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,438912,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,131,Vip-IRES-Cre,GCaMP6f,6,0,1,4,850894918,850976604,1018027859,VisualBehaviorMultiscope,75,VISl,43567.48691,OPHYS_6_images_B,Novel >1,FALSE,B,1085398484,Vip Inhibitory
881001210,MESO.1,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,435431,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,200,Vip-IRES-Cre,GCaMP6f,1,0,42,0,880498009,880668519,1018028370,VisualBehaviorMultiscope,225,VISp,43620.38731,OPHYS_1_images_A,Familiar,FALSE,A,1085394070,Vip Inhibitory
881001216,MESO.1,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,435431,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,200,Vip-IRES-Cre,GCaMP6f,1,0,42,0,880498009,880668519,1018028374,VisualBehaviorMultiscope,278,VISp,43620.38731,OPHYS_1_images_A,Familiar,FALSE,A,1085394012,Vip Inhibitory
881001212,MESO.1,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,435431,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,200,Vip-IRES-Cre,GCaMP6f,1,0,42,0,880498009,880668519,1018028367,VisualBehaviorMultiscope,150,VISp,43620.38731,OPHYS_1_images_A,Familiar,FALSE,A,1085394047,Vip Inhibitory
881001218,MESO.1,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,435431,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,200,Vip-IRES-Cre,GCaMP6f,1,0,42,0,880498009,880668519,1018028364,VisualBehaviorMultiscope,75,VISp,43620.38731,OPHYS_1_images_A,Familiar,FALSE,A,1085394095,Vip Inhibitory
882551945,MESO.1,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,435431,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,202,Vip-IRES-Cre,GCaMP6f,3,0,44,2,882060185,882256127,1018028380,VisualBehaviorMultiscope,148,VISl,43622.39524,OPHYS_3_images_A,Familiar,FALSE,A,1085673779,Vip Inhibitory
882551933,MESO.1,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,435431,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,202,Vip-IRES-Cre,GCaMP6f,3,0,44,2,882060185,882256127,1018028370,VisualBehaviorMultiscope,225,VISp,43622.39524,OPHYS_3_images_A,Familiar,FALSE,A,1085673463,Vip Inhibitory
882551935,MESO.1,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,435431,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,202,Vip-IRES-Cre,GCaMP6f,3,0,44,2,882060185,882256127,1018028367,VisualBehaviorMultiscope,150,VISp,43622.39524,OPHYS_3_images_A,Familiar,FALSE,A,1085673655,Vip Inhibitory
882551937,MESO.1,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,435431,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,202,Vip-IRES-Cre,GCaMP6f,3,0,44,2,882060185,882256127,1018028374,VisualBehaviorMultiscope,270,VISp,43622.39524,OPHYS_3_images_A,Familiar,FALSE,A,1085673733,Vip Inhibitory
882551947,MESO.1,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,435431,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,202,Vip-IRES-Cre,GCaMP6f,3,0,44,2,882060185,882256127,1018028387,VisualBehaviorMultiscope,300,VISl,43622.39524,OPHYS_3_images_A,Familiar,FALSE,A,1085673734,Vip Inhibitory
882551939,MESO.1,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,435431,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,202,Vip-IRES-Cre,GCaMP6f,3,0,44,2,882060185,882256127,1018028364,VisualBehaviorMultiscope,71,VISp,43622.39524,OPHYS_3_images_A,Familiar,FALSE,A,1085673752,Vip Inhibitory
882551943,MESO.1,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,435431,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,202,Vip-IRES-Cre,GCaMP6f,3,0,44,2,882060185,882256127,1018028383,VisualBehaviorMultiscope,219,VISl,43622.39524,OPHYS_3_images_A,Familiar,FALSE,A,1085673764,Vip Inhibitory
882551950,MESO.1,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,435431,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,202,Vip-IRES-Cre,GCaMP6f,3,0,44,2,882060185,882256127,1018028377,VisualBehaviorMultiscope,75,VISl,43622.39524,OPHYS_3_images_A,Familiar,FALSE,A,1085673742,Vip Inhibitory
882968574,MESO.1,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,435431,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,203,Vip-IRES-Cre,GCaMP6f,4,0,0,3,882674040,882748184,1018028387,VisualBehaviorMultiscope,298,VISl,43623.4307,OPHYS_4_images_B,Novel 1,FALSE,B,1085673591,Vip Inhibitory
882968564,MESO.1,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,435431,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,203,Vip-IRES-Cre,GCaMP6f,4,0,0,3,882674040,882748184,1018028367,VisualBehaviorMultiscope,150,VISp,43623.4307,OPHYS_4_images_B,Novel 1,FALSE,B,1085673617,Vip Inhibitory
882968566,MESO.1,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,435431,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,203,Vip-IRES-Cre,GCaMP6f,4,0,0,3,882674040,882748184,1018028374,VisualBehaviorMultiscope,276,VISp,43623.4307,OPHYS_4_images_B,Novel 1,FALSE,B,1085673587,Vip Inhibitory
882968562,MESO.1,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,435431,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,203,Vip-IRES-Cre,GCaMP6f,4,0,0,3,882674040,882748184,1018028370,VisualBehaviorMultiscope,221,VISp,43623.4307,OPHYS_4_images_B,Novel 1,FALSE,B,1085673638,Vip Inhibitory
886587166,MESO.1,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,435431,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,209,Vip-IRES-Cre,GCaMP6f,6,0,3,6,886130638,886322595,1018028364,VisualBehaviorMultiscope,75,VISp,43629.38581,OPHYS_6_images_B,Novel >1,FALSE,B,1085673348,Vip Inhibitory
886587160,MESO.1,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,435431,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,209,Vip-IRES-Cre,GCaMP6f,6,0,3,6,886130638,886322595,1018028370,VisualBehaviorMultiscope,215,VISp,43629.38581,OPHYS_6_images_B,Novel >1,FALSE,B,1085673346,Vip Inhibitory
886587162,MESO.1,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,435431,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,209,Vip-IRES-Cre,GCaMP6f,6,0,3,6,886130638,886322595,1018028367,VisualBehaviorMultiscope,154,VISp,43629.38581,OPHYS_6_images_B,Novel >1,FALSE,B,1085673460,Vip Inhibitory
886587170,MESO.1,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,435431,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,209,Vip-IRES-Cre,GCaMP6f,6,0,3,6,886130638,886322595,1018028380,VisualBehaviorMultiscope,144,VISl,43629.38581,OPHYS_6_images_B,Novel >1,FALSE,B,1085673573,Vip Inhibitory
886587174,MESO.1,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,435431,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,209,Vip-IRES-Cre,GCaMP6f,6,0,3,6,886130638,886322595,1018028377,VisualBehaviorMultiscope,71,VISl,43629.38581,OPHYS_6_images_B,Novel >1,FALSE,B,1085673540,Vip Inhibitory
886587164,MESO.1,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,435431,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,209,Vip-IRES-Cre,GCaMP6f,6,0,3,6,886130638,886322595,1018028374,VisualBehaviorMultiscope,270,VISp,43629.38581,OPHYS_6_images_B,Novel >1,FALSE,B,1085673447,Vip Inhibitory
886587172,MESO.1,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,435431,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,209,Vip-IRES-Cre,GCaMP6f,6,0,3,6,886130638,886322595,1018028387,VisualBehaviorMultiscope,308,VISl,43629.38581,OPHYS_6_images_B,Novel >1,FALSE,B,1085673508,Vip Inhibitory
886587168,MESO.1,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,435431,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,209,Vip-IRES-Cre,GCaMP6f,6,0,3,6,886130638,886322595,1018028383,VisualBehaviorMultiscope,215,VISl,43629.38581,OPHYS_6_images_B,Novel >1,FALSE,B,1085673563,Vip Inhibitory
942596361,MESO.1,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,453991,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,213,Vip-IRES-Cre,GCaMP6f,1,1,32,2,941676716,941802699,1022731540,VisualBehaviorMultiscope,150,VISl,43717.5202,OPHYS_1_images_A,Familiar,FALSE,A,1085398511,Vip Inhibitory
942596359,MESO.1,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,453991,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,213,Vip-IRES-Cre,GCaMP6f,1,1,32,2,941676716,941802699,1022731547,VisualBehaviorMultiscope,300,VISl,43717.5202,OPHYS_1_images_A,Familiar,FALSE,A,1085398479,Vip Inhibitory
942596349,MESO.1,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,453991,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,213,Vip-IRES-Cre,GCaMP6f,1,1,32,2,941676716,941802699,1022731524,VisualBehaviorMultiscope,75,VISp,43717.5202,OPHYS_1_images_A,Familiar,FALSE,A,1085398599,Vip Inhibitory
942596357,MESO.1,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,453991,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,213,Vip-IRES-Cre,GCaMP6f,1,1,32,2,941676716,941802699,1022731537,VisualBehaviorMultiscope,75,VISl,43717.5202,OPHYS_1_images_A,Familiar,FALSE,A,1085398332,Vip Inhibitory
942596353,MESO.1,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,453991,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,213,Vip-IRES-Cre,GCaMP6f,1,1,32,2,941676716,941802699,1022731527,VisualBehaviorMultiscope,150,VISp,43717.5202,OPHYS_1_images_A,Familiar,FALSE,A,1085398377,Vip Inhibitory
942596355,MESO.1,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,453991,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,213,Vip-IRES-Cre,GCaMP6f,1,1,32,2,941676716,941802699,1022731531,VisualBehaviorMultiscope,225,VISp,43717.5202,OPHYS_1_images_A,Familiar,FALSE,A,1085398393,Vip Inhibitory
942596363,MESO.1,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,453991,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,213,Vip-IRES-Cre,GCaMP6f,1,1,32,2,941676716,941802699,1022731544,VisualBehaviorMultiscope,225,VISl,43717.5202,OPHYS_1_images_A,Familiar,FALSE,A,1085398474,Vip Inhibitory
945586440,MESO.1,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,453991,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,216,Vip-IRES-Cre,GCaMP6f,3,1,35,5,944888114,945033994,1022731544,VisualBehaviorMultiscope,225,VISl,43720.47591,OPHYS_3_images_A,Familiar,FALSE,A,1085400845,Vip Inhibitory
945586433,MESO.1,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,453991,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,216,Vip-IRES-Cre,GCaMP6f,3,1,35,5,944888114,945033994,1022731537,VisualBehaviorMultiscope,75,VISl,43720.47591,OPHYS_3_images_A,Familiar,FALSE,A,1085401100,Vip Inhibitory
945586425,MESO.1,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,453991,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,216,Vip-IRES-Cre,GCaMP6f,3,1,35,5,944888114,945033994,1022731524,VisualBehaviorMultiscope,75,VISp,43720.47591,OPHYS_3_images_A,Familiar,FALSE,A,1085400906,Vip Inhibitory
945586438,MESO.1,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,453991,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,216,Vip-IRES-Cre,GCaMP6f,3,1,35,5,944888114,945033994,1022731540,VisualBehaviorMultiscope,150,VISl,43720.47591,OPHYS_3_images_A,Familiar,FALSE,A,1085400874,Vip Inhibitory
945586431,MESO.1,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,453991,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,216,Vip-IRES-Cre,GCaMP6f,3,1,35,5,944888114,945033994,1022731531,VisualBehaviorMultiscope,225,VISp,43720.47591,OPHYS_3_images_A,Familiar,FALSE,A,1085401048,Vip Inhibitory
945586435,MESO.1,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,453991,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,216,Vip-IRES-Cre,GCaMP6f,3,1,35,5,944888114,945033994,1022731547,VisualBehaviorMultiscope,300,VISl,43720.47591,OPHYS_3_images_A,Familiar,FALSE,A,1085401095,Vip Inhibitory
945586429,MESO.1,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,453991,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,216,Vip-IRES-Cre,GCaMP6f,3,1,35,5,944888114,945033994,1022731527,VisualBehaviorMultiscope,150,VISp,43720.47591,OPHYS_3_images_A,Familiar,FALSE,A,1085401042,Vip Inhibitory
948689196,MESO.1,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,453991,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,221,Vip-IRES-Cre,GCaMP6f,4,0,0,7,948042811,948225040,1022731527,VisualBehaviorMultiscope,150,VISp,43725.43565,OPHYS_4_images_B,Novel 1,FALSE,B,1085401926,Vip Inhibitory
948689192,MESO.1,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,453991,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,221,Vip-IRES-Cre,GCaMP6f,4,0,0,7,948042811,948225040,1022731524,VisualBehaviorMultiscope,75,VISp,43725.43565,OPHYS_4_images_B,Novel 1,FALSE,B,1085401683,Vip Inhibitory
948689198,MESO.1,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,453991,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,221,Vip-IRES-Cre,GCaMP6f,4,0,0,7,948042811,948225040,1022731531,VisualBehaviorMultiscope,225,VISp,43725.43565,OPHYS_4_images_B,Novel 1,FALSE,B,1085401776,Vip Inhibitory
948689205,MESO.1,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,453991,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,221,Vip-IRES-Cre,GCaMP6f,4,0,0,7,948042811,948225040,1022731540,VisualBehaviorMultiscope,150,VISl,43725.43565,OPHYS_4_images_B,Novel 1,FALSE,B,1085401700,Vip Inhibitory
948689203,MESO.1,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,453991,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,221,Vip-IRES-Cre,GCaMP6f,4,0,0,7,948042811,948225040,1022731547,VisualBehaviorMultiscope,300,VISl,43725.43565,OPHYS_4_images_B,Novel 1,FALSE,B,1085401897,Vip Inhibitory
948689207,MESO.1,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,453991,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,221,Vip-IRES-Cre,GCaMP6f,4,0,0,7,948042811,948225040,1022731544,VisualBehaviorMultiscope,225,VISl,43725.43565,OPHYS_4_images_B,Novel 1,FALSE,B,1085401675,Vip Inhibitory
951213215,MESO.1,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,453991,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,223,Vip-IRES-Cre,GCaMP6f,6,0,2,9,950031363,950188644,1022731540,VisualBehaviorMultiscope,150,VISl,43727.46068,OPHYS_6_images_B,Novel >1,FALSE,B,1085402150,Vip Inhibitory
951213209,MESO.1,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,453991,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,223,Vip-IRES-Cre,GCaMP6f,6,0,2,9,950031363,950188644,1022731531,VisualBehaviorMultiscope,225,VISp,43727.46068,OPHYS_6_images_B,Novel >1,FALSE,B,1085402195,Vip Inhibitory
951213217,MESO.1,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,453991,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,223,Vip-IRES-Cre,GCaMP6f,6,0,2,9,950031363,950188644,1022731544,VisualBehaviorMultiscope,225,VISl,43727.46068,OPHYS_6_images_B,Novel >1,FALSE,B,1085402164,Vip Inhibitory
951213203,MESO.1,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,453991,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,223,Vip-IRES-Cre,GCaMP6f,6,0,2,9,950031363,950188644,1022731524,VisualBehaviorMultiscope,75,VISp,43727.46068,OPHYS_6_images_B,Novel >1,FALSE,B,1085402153,Vip Inhibitory
951213207,MESO.1,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,453991,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,223,Vip-IRES-Cre,GCaMP6f,6,0,2,9,950031363,950188644,1022731527,VisualBehaviorMultiscope,150,VISp,43727.46068,OPHYS_6_images_B,Novel >1,FALSE,B,1085402168,Vip Inhibitory
951213211,MESO.1,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,453991,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,223,Vip-IRES-Cre,GCaMP6f,6,0,2,9,950031363,950188644,1022731537,VisualBehaviorMultiscope,75,VISl,43727.46068,OPHYS_6_images_B,Novel >1,FALSE,B,1085402209,Vip Inhibitory
992084635,MESO.1,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,485152,Ai93(TITL-GCaMP6f),"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",M,145,Slc17a7-IRES2-Cre,GCaMP6f,1,0,28,0,991958444,991992557,1018027790,VisualBehaviorMultiscope,275,VISl,43802.46,OPHYS_1_images_A,Familiar,FALSE,A,1085399840,Excitatory
992084626,MESO.1,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,485152,Ai93(TITL-GCaMP6f),"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",M,145,Slc17a7-IRES2-Cre,GCaMP6f,1,0,28,0,991958444,991992557,1018027775,VisualBehaviorMultiscope,169,VISp,43802.46,OPHYS_1_images_A,Familiar,FALSE,A,1085400052,Excitatory
992084625,MESO.1,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,485152,Ai93(TITL-GCaMP6f),"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",M,145,Slc17a7-IRES2-Cre,GCaMP6f,1,0,28,0,991958444,991992557,1018027781,VisualBehaviorMultiscope,365,VISp,43802.46,OPHYS_1_images_A,Familiar,FALSE,A,1085399952,Excitatory
992084624,MESO.1,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,485152,Ai93(TITL-GCaMP6f),"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",M,145,Slc17a7-IRES2-Cre,GCaMP6f,1,0,28,0,991958444,991992557,1018027772,VisualBehaviorMultiscope,75,VISp,43802.46,OPHYS_1_images_A,Familiar,FALSE,A,1085399934,Excitatory
992084627,MESO.1,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,485152,Ai93(TITL-GCaMP6f),"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",M,145,Slc17a7-IRES2-Cre,GCaMP6f,1,0,28,0,991958444,991992557,1018027778,VisualBehaviorMultiscope,275,VISp,43802.46,OPHYS_1_images_A,Familiar,FALSE,A,1085400083,Excitatory
992084628,MESO.1,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,485152,Ai93(TITL-GCaMP6f),"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",M,145,Slc17a7-IRES2-Cre,GCaMP6f,1,0,28,0,991958444,991992557,1018027784,VisualBehaviorMultiscope,75,VISl,43802.46,OPHYS_1_images_A,Familiar,FALSE,A,1085399868,Excitatory
992084633,MESO.1,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,485152,Ai93(TITL-GCaMP6f),"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",M,145,Slc17a7-IRES2-Cre,GCaMP6f,1,0,28,0,991958444,991992557,1018027787,VisualBehaviorMultiscope,169,VISl,43802.46,OPHYS_1_images_A,Familiar,FALSE,A,1085399997,Excitatory
992620390,MESO.1,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,485152,Ai93(TITL-GCaMP6f),"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",M,147,Slc17a7-IRES2-Cre,GCaMP6f,3,0,30,2,992393325,992416658,1018027781,VisualBehaviorMultiscope,383,VISp,43804.45232,OPHYS_3_images_A,Familiar,FALSE,A,1085394189,Excitatory
992620388,MESO.1,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,485152,Ai93(TITL-GCaMP6f),"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",M,147,Slc17a7-IRES2-Cre,GCaMP6f,3,0,30,2,992393325,992416658,1018027772,VisualBehaviorMultiscope,73,VISp,43804.45232,OPHYS_3_images_A,Familiar,FALSE,A,1085394291,Excitatory
992620393,MESO.1,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,485152,Ai93(TITL-GCaMP6f),"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",M,147,Slc17a7-IRES2-Cre,GCaMP6f,3,0,30,2,992393325,992416658,1018027784,VisualBehaviorMultiscope,71,VISl,43804.45232,OPHYS_3_images_A,Familiar,FALSE,A,1085394217,Excitatory
992620396,MESO.1,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,485152,Ai93(TITL-GCaMP6f),"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",M,147,Slc17a7-IRES2-Cre,GCaMP6f,3,0,30,2,992393325,992416658,1018027787,VisualBehaviorMultiscope,167,VISl,43804.45232,OPHYS_3_images_A,Familiar,FALSE,A,1085394397,Excitatory
992620391,MESO.1,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,485152,Ai93(TITL-GCaMP6f),"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",M,147,Slc17a7-IRES2-Cre,GCaMP6f,3,0,30,2,992393325,992416658,1018027775,VisualBehaviorMultiscope,161,VISp,43804.45232,OPHYS_3_images_A,Familiar,FALSE,A,1085394327,Excitatory
992620397,MESO.1,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,485152,Ai93(TITL-GCaMP6f),"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",M,147,Slc17a7-IRES2-Cre,GCaMP6f,3,0,30,2,992393325,992416658,1018027790,VisualBehaviorMultiscope,263,VISl,43804.45232,OPHYS_3_images_A,Familiar,FALSE,A,1085394368,Excitatory
993369861,MESO.1,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,485152,Ai93(TITL-GCaMP6f),"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",M,151,Slc17a7-IRES2-Cre,GCaMP6f,3,1,31,3,993253587,993267224,1018027784,VisualBehaviorMultiscope,75,VISl,43808.46551,OPHYS_3_images_A,Familiar,FALSE,A,1085399836,Excitatory
