ophys_experiment_id,equipment_name,full_genotype,mouse_id,reporter_line,driver_line,sex,age_in_days,cre_line,indicator,session_number,prior_exposures_to_session_type,prior_exposures_to_image_set,prior_exposures_to_omissions,ophys_session_id,behavior_session_id,ophys_container_id,project_code,imaging_depth,targeted_structure,date_of_acquisition,session_type,experience_level,passive,image_set,file_id,cell_type
960410042,MESO.1,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,457841,Ai148(TIT2L-GC6f-ICL-tTA2),['Sst-IRES-Cre'],F,218,Sst-IRES-Cre,GCaMP6f,6,0,2,7,959458018,959681045,1018028360,VisualBehaviorMultiscope,300,VISl,43740.36966,OPHYS_6_images_B,Novel >1,FALSE,B,1085402016,Sst Inhibitory
960410023,MESO.1,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,457841,Ai148(TIT2L-GC6f-ICL-tTA2),['Sst-IRES-Cre'],F,218,Sst-IRES-Cre,GCaMP6f,6,0,2,7,959458018,959681045,1018028342,VisualBehaviorMultiscope,150,VISp,43740.36966,OPHYS_6_images_B,Novel >1,FALSE,B,1085402092,Sst Inhibitory
960410038,MESO.1,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,457841,Ai148(TIT2L-GC6f-ICL-tTA2),['Sst-IRES-Cre'],F,218,Sst-IRES-Cre,GCaMP6f,6,0,2,7,959458018,959681045,1018028357,VisualBehaviorMultiscope,225,VISl,43740.36966,OPHYS_6_images_B,Novel >1,FALSE,B,1085402082,Sst Inhibitory
960410028,MESO.1,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,457841,Ai148(TIT2L-GC6f-ICL-tTA2),['Sst-IRES-Cre'],F,218,Sst-IRES-Cre,GCaMP6f,6,0,2,7,959458018,959681045,1018028339,VisualBehaviorMultiscope,75,VISp,43740.36966,OPHYS_6_images_B,Novel >1,FALSE,B,1085401362,Sst Inhibitory
960410026,MESO.1,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,457841,Ai148(TIT2L-GC6f-ICL-tTA2),['Sst-IRES-Cre'],F,218,Sst-IRES-Cre,GCaMP6f,6,0,2,7,959458018,959681045,1018028345,VisualBehaviorMultiscope,225,VISp,43740.36966,OPHYS_6_images_B,Novel >1,FALSE,B,1085402096,Sst Inhibitory
986518891,MESO.1,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,479839,Ai93(TITL-GCaMP6f),"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",M,157,Slc17a7-IRES2-Cre,GCaMP6f,1,0,32,0,985609503,985778420,1018028058,VisualBehaviorMultiscope,85,VISl,43787.34585,OPHYS_1_images_A,Familiar,FALSE,A,1085402354,Excitatory
986518887,MESO.1,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,479839,Ai93(TITL-GCaMP6f),"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",M,157,Slc17a7-IRES2-Cre,GCaMP6f,1,0,32,0,985609503,985778420,1018028061,VisualBehaviorMultiscope,169,VISl,43787.34585,OPHYS_1_images_A,Familiar,FALSE,A,1085402389,Excitatory
986518878,MESO.1,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,479839,Ai93(TITL-GCaMP6f),"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",M,157,Slc17a7-IRES2-Cre,GCaMP6f,1,0,32,0,985609503,985778420,1018028052,VisualBehaviorMultiscope,263,VISp,43787.34585,OPHYS_1_images_A,Familiar,FALSE,A,1085402450,Excitatory
986518876,MESO.1,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,479839,Ai93(TITL-GCaMP6f),"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",M,157,Slc17a7-IRES2-Cre,GCaMP6f,1,0,32,0,985609503,985778420,1018028049,VisualBehaviorMultiscope,169,VISp,43787.34585,OPHYS_1_images_A,Familiar,FALSE,A,1085402429,Excitatory
986518880,MESO.1,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,479839,Ai93(TITL-GCaMP6f),"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",M,157,Slc17a7-IRES2-Cre,GCaMP6f,1,0,32,0,985609503,985778420,1018028046,VisualBehaviorMultiscope,73,VISp,43787.34585,OPHYS_1_images_A,Familiar,FALSE,A,1085402347,Excitatory
986518893,MESO.1,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,479839,Ai93(TITL-GCaMP6f),"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",M,157,Slc17a7-IRES2-Cre,GCaMP6f,1,0,32,0,985609503,985778420,1018028067,VisualBehaviorMultiscope,359,VISl,43787.34585,OPHYS_1_images_A,Familiar,FALSE,A,1085402371,Excitatory
986518889,MESO.1,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,479839,Ai93(TITL-GCaMP6f),"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",M,157,Slc17a7-IRES2-Cre,GCaMP6f,1,0,32,0,985609503,985778420,1018028064,VisualBehaviorMultiscope,271,VISl,43787.34585,OPHYS_1_images_A,Familiar,FALSE,A,1085402408,Excitatory
986518885,MESO.1,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,479839,Ai93(TITL-GCaMP6f),"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",M,157,Slc17a7-IRES2-Cre,GCaMP6f,1,0,32,0,985609503,985778420,1018028055,VisualBehaviorMultiscope,359,VISp,43787.34585,OPHYS_1_images_A,Familiar,FALSE,A,1085402423,Excitatory
989213064,MESO.1,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,479839,Ai93(TITL-GCaMP6f),"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",M,160,Slc17a7-IRES2-Cre,GCaMP6f,3,0,33,1,988768058,988866696,1018028058,VisualBehaviorMultiscope,79,VISl,43790.3493,OPHYS_3_images_A,Familiar,FALSE,A,1085399899,Excitatory
989213063,MESO.1,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,479839,Ai93(TITL-GCaMP6f),"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",M,160,Slc17a7-IRES2-Cre,GCaMP6f,3,0,33,1,988768058,988866696,1018028064,VisualBehaviorMultiscope,275,VISl,43790.3493,OPHYS_3_images_A,Familiar,FALSE,A,1085399669,Excitatory
989213058,MESO.1,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,479839,Ai93(TITL-GCaMP6f),"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",M,160,Slc17a7-IRES2-Cre,GCaMP6f,3,0,33,1,988768058,988866696,1018028049,VisualBehaviorMultiscope,169,VISp,43790.3493,OPHYS_3_images_A,Familiar,FALSE,A,1085397671,Excitatory
989213060,MESO.1,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,479839,Ai93(TITL-GCaMP6f),"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",M,160,Slc17a7-IRES2-Cre,GCaMP6f,3,0,33,1,988768058,988866696,1018028046,VisualBehaviorMultiscope,75,VISp,43790.3493,OPHYS_3_images_A,Familiar,FALSE,A,1085399893,Excitatory
989213059,MESO.1,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,479839,Ai93(TITL-GCaMP6f),"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",M,160,Slc17a7-IRES2-Cre,GCaMP6f,3,0,33,1,988768058,988866696,1018028052,VisualBehaviorMultiscope,267,VISp,43790.3493,OPHYS_3_images_A,Familiar,FALSE,A,1085399968,Excitatory
989213065,MESO.1,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,479839,Ai93(TITL-GCaMP6f),"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",M,160,Slc17a7-IRES2-Cre,GCaMP6f,3,0,33,1,988768058,988866696,1018028067,VisualBehaviorMultiscope,363,VISl,43790.3493,OPHYS_3_images_A,Familiar,FALSE,A,1085399908,Excitatory
989213061,MESO.1,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,479839,Ai93(TITL-GCaMP6f),"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",M,160,Slc17a7-IRES2-Cre,GCaMP6f,3,0,33,1,988768058,988866696,1018028055,VisualBehaviorMultiscope,361,VISp,43790.3493,OPHYS_3_images_A,Familiar,FALSE,A,1085399987,Excitatory
989213062,MESO.1,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,479839,Ai93(TITL-GCaMP6f),"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",M,160,Slc17a7-IRES2-Cre,GCaMP6f,3,0,33,1,988768058,988866696,1018028061,VisualBehaviorMultiscope,167,VISl,43790.3493,OPHYS_3_images_A,Familiar,FALSE,A,1085399973,Excitatory
990400780,MESO.1,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,479839,Ai93(TITL-GCaMP6f),"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",M,164,Slc17a7-IRES2-Cre,GCaMP6f,4,0,0,3,990139534,990193421,1018028061,VisualBehaviorMultiscope,167,VISl,43794.33899,OPHYS_4_images_B,Novel 1,FALSE,B,1085399834,Excitatory
990400783,MESO.1,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,479839,Ai93(TITL-GCaMP6f),"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",M,164,Slc17a7-IRES2-Cre,GCaMP6f,4,0,0,3,990139534,990193421,1018028067,VisualBehaviorMultiscope,371,VISl,43794.33899,OPHYS_4_images_B,Novel 1,FALSE,B,1085399822,Excitatory
990400779,MESO.1,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,479839,Ai93(TITL-GCaMP6f),"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",M,164,Slc17a7-IRES2-Cre,GCaMP6f,4,0,0,3,990139534,990193421,1018028055,VisualBehaviorMultiscope,373,VISp,43794.33899,OPHYS_4_images_B,Novel 1,FALSE,B,1085399864,Excitatory
990400781,MESO.1,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,479839,Ai93(TITL-GCaMP6f),"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",M,164,Slc17a7-IRES2-Cre,GCaMP6f,4,0,0,3,990139534,990193421,1018028064,VisualBehaviorMultiscope,269,VISl,43794.33899,OPHYS_4_images_B,Novel 1,FALSE,B,1085399845,Excitatory
990400777,MESO.1,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,479839,Ai93(TITL-GCaMP6f),"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",M,164,Slc17a7-IRES2-Cre,GCaMP6f,4,0,0,3,990139534,990193421,1018028052,VisualBehaviorMultiscope,263,VISp,43794.33899,OPHYS_4_images_B,Novel 1,FALSE,B,1085399981,Excitatory
990400778,MESO.1,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,479839,Ai93(TITL-GCaMP6f),"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",M,164,Slc17a7-IRES2-Cre,GCaMP6f,4,0,0,3,990139534,990193421,1018028046,VisualBehaviorMultiscope,75,VISp,43794.33899,OPHYS_4_images_B,Novel 1,FALSE,B,1085399850,Excitatory
990400782,MESO.1,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,479839,Ai93(TITL-GCaMP6f),"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",M,164,Slc17a7-IRES2-Cre,GCaMP6f,4,0,0,3,990139534,990193421,1018028058,VisualBehaviorMultiscope,81,VISl,43794.33899,OPHYS_4_images_B,Novel 1,FALSE,B,1085399815,Excitatory
990400775,MESO.1,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,479839,Ai93(TITL-GCaMP6f),"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",M,164,Slc17a7-IRES2-Cre,GCaMP6f,4,0,0,3,990139534,990193421,1018028049,VisualBehaviorMultiscope,165,VISp,43794.33899,OPHYS_4_images_B,Novel 1,FALSE,B,1085399929,Excitatory
991852000,MESO.1,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,479839,Ai93(TITL-GCaMP6f),"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",M,171,Slc17a7-IRES2-Cre,GCaMP6f,6,1,3,6,991639544,991662910,1018028049,VisualBehaviorMultiscope,171,VISp,43801.35221,OPHYS_6_images_B,Novel >1,FALSE,B,1085399919,Excitatory
991852002,MESO.1,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,479839,Ai93(TITL-GCaMP6f),"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",M,171,Slc17a7-IRES2-Cre,GCaMP6f,6,1,3,6,991639544,991662910,1018028046,VisualBehaviorMultiscope,77,VISp,43801.35221,OPHYS_6_images_B,Novel >1,FALSE,B,1085399873,Excitatory
991852003,MESO.1,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,479839,Ai93(TITL-GCaMP6f),"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",M,171,Slc17a7-IRES2-Cre,GCaMP6f,6,1,3,6,991639544,991662910,1018028055,VisualBehaviorMultiscope,367,VISp,43801.35221,OPHYS_6_images_B,Novel >1,FALSE,B,1085399895,Excitatory
991852006,MESO.1,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,479839,Ai93(TITL-GCaMP6f),"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",M,171,Slc17a7-IRES2-Cre,GCaMP6f,6,1,3,6,991639544,991662910,1018028058,VisualBehaviorMultiscope,83,VISl,43801.35221,OPHYS_6_images_B,Novel >1,FALSE,B,1085399870,Excitatory
991852004,MESO.1,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,479839,Ai93(TITL-GCaMP6f),"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",M,171,Slc17a7-IRES2-Cre,GCaMP6f,6,1,3,6,991639544,991662910,1018028061,VisualBehaviorMultiscope,169,VISl,43801.35221,OPHYS_6_images_B,Novel >1,FALSE,B,1085399916,Excitatory
991852008,MESO.1,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,479839,Ai93(TITL-GCaMP6f),"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",M,171,Slc17a7-IRES2-Cre,GCaMP6f,6,1,3,6,991639544,991662910,1018028067,VisualBehaviorMultiscope,377,VISl,43801.35221,OPHYS_6_images_B,Novel >1,FALSE,B,1085399875,Excitatory
991852005,MESO.1,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,479839,Ai93(TITL-GCaMP6f),"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",M,171,Slc17a7-IRES2-Cre,GCaMP6f,6,1,3,6,991639544,991662910,1018028064,VisualBehaviorMultiscope,279,VISl,43801.35221,OPHYS_6_images_B,Novel >1,FALSE,B,1085399939,Excitatory
991852001,MESO.1,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,479839,Ai93(TITL-GCaMP6f),"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",M,171,Slc17a7-IRES2-Cre,GCaMP6f,6,1,3,6,991639544,991662910,1018028052,VisualBehaviorMultiscope,259,VISp,43801.35221,OPHYS_6_images_B,Novel >1,FALSE,B,1085399983,Excitatory
1048483613,MESO.1,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,523922,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,172,Vip-IRES-Cre,GCaMP6f,1,2,47,2,1048363441,1048388846,1046576791,VisualBehaviorMultiscope,225,VISl,44078.36605,OPHYS_1_images_A,Familiar,FALSE,A,1085395897,Vip Inhibitory
1048483616,MESO.1,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,523922,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,172,Vip-IRES-Cre,GCaMP6f,1,2,47,2,1048363441,1048388846,1046576794,VisualBehaviorMultiscope,274,VISl,44078.36605,OPHYS_1_images_A,Familiar,FALSE,A,1085395816,Vip Inhibitory
1048483614,MESO.1,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,523922,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,172,Vip-IRES-Cre,GCaMP6f,1,2,47,2,1048363441,1048388846,1046576784,VisualBehaviorMultiscope,75,VISl,44078.36605,OPHYS_1_images_A,Familiar,FALSE,A,1085395730,Vip Inhibitory
1048483604,MESO.1,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,523922,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,172,Vip-IRES-Cre,GCaMP6f,1,2,47,2,1048363441,1048388846,1046576775,VisualBehaviorMultiscope,150,VISp,44078.36605,OPHYS_1_images_A,Familiar,FALSE,A,1085395742,Vip Inhibitory
1048483611,MESO.1,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,523922,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,172,Vip-IRES-Cre,GCaMP6f,1,2,47,2,1048363441,1048388846,1046576787,VisualBehaviorMultiscope,150,VISl,44078.36605,OPHYS_1_images_A,Familiar,FALSE,A,1085394264,Vip Inhibitory
1048483608,MESO.1,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,523922,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,172,Vip-IRES-Cre,GCaMP6f,1,2,47,2,1048363441,1048388846,1046576772,VisualBehaviorMultiscope,75,VISp,44078.36605,OPHYS_1_images_A,Familiar,FALSE,A,1085395824,Vip Inhibitory
1050485652,MESO.1,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,523922,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,182,Vip-IRES-Cre,GCaMP6f,3,1,51,6,1050231786,1050253885,1046576787,VisualBehaviorMultiscope,144,VISl,44088.3837,OPHYS_3_images_A,Familiar,FALSE,A,1085402413,Vip Inhibitory
1050485645,MESO.1,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,523922,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,182,Vip-IRES-Cre,GCaMP6f,3,1,51,6,1050231786,1050253885,1046576775,VisualBehaviorMultiscope,158,VISp,44088.3837,OPHYS_3_images_A,Familiar,FALSE,A,1085402343,Vip Inhibitory
1050485654,MESO.1,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,523922,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,182,Vip-IRES-Cre,GCaMP6f,3,1,51,6,1050231786,1050253885,1046576791,VisualBehaviorMultiscope,225,VISl,44088.3837,OPHYS_3_images_A,Familiar,FALSE,A,1085402375,Vip Inhibitory
1050485649,MESO.1,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,523922,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,182,Vip-IRES-Cre,GCaMP6f,3,1,51,6,1050231786,1050253885,1046576772,VisualBehaviorMultiscope,75,VISp,44088.3837,OPHYS_3_images_A,Familiar,FALSE,A,1085402305,Vip Inhibitory
1050485655,MESO.1,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,523922,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,182,Vip-IRES-Cre,GCaMP6f,3,1,51,6,1050231786,1050253885,1046576784,VisualBehaviorMultiscope,71,VISl,44088.3837,OPHYS_3_images_A,Familiar,FALSE,A,1085402379,Vip Inhibitory
1050485657,MESO.1,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,523922,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,182,Vip-IRES-Cre,GCaMP6f,3,1,51,6,1050231786,1050253885,1046576794,VisualBehaviorMultiscope,276,VISl,44088.3837,OPHYS_3_images_A,Familiar,FALSE,A,1085402394,Vip Inhibitory
1050762972,MESO.1,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,523922,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,183,Vip-IRES-Cre,GCaMP6f,4,0,0,7,1050597678,1050620316,1046576787,VisualBehaviorMultiscope,142,VISl,44089.36945,OPHYS_4_images_B,Novel 1,FALSE,B,1085394225,Vip Inhibitory
1050762977,MESO.1,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,523922,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,183,Vip-IRES-Cre,GCaMP6f,4,0,0,7,1050597678,1050620316,1046576794,VisualBehaviorMultiscope,276,VISl,44089.36945,OPHYS_4_images_B,Novel 1,FALSE,B,1085394035,Vip Inhibitory
1050762975,MESO.1,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,523922,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,183,Vip-IRES-Cre,GCaMP6f,4,0,0,7,1050597678,1050620316,1046576784,VisualBehaviorMultiscope,69,VISl,44089.36945,OPHYS_4_images_B,Novel 1,FALSE,B,1085394054,Vip Inhibitory
1050762966,MESO.1,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,523922,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,183,Vip-IRES-Cre,GCaMP6f,4,0,0,7,1050597678,1050620316,1046576775,VisualBehaviorMultiscope,160,VISp,44089.36945,OPHYS_4_images_B,Novel 1,FALSE,B,1085394267,Vip Inhibitory
1050762974,MESO.1,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,523922,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,183,Vip-IRES-Cre,GCaMP6f,4,0,0,7,1050597678,1050620316,1046576791,VisualBehaviorMultiscope,217,VISl,44089.36945,OPHYS_4_images_B,Novel 1,FALSE,B,1085394237,Vip Inhibitory
1050762969,MESO.1,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,523922,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,183,Vip-IRES-Cre,GCaMP6f,4,0,0,7,1050597678,1050620316,1046576772,VisualBehaviorMultiscope,87,VISp,44089.36945,OPHYS_4_images_B,Novel 1,FALSE,B,1085394248,Vip Inhibitory
1051249026,MESO.1,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,523922,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,185,Vip-IRES-Cre,GCaMP6f,6,0,2,9,1051107431,1051129953,1046576772,VisualBehaviorMultiscope,51,VISp,44091.35025,OPHYS_6_images_B,Novel >1,FALSE,B,1085395894,Vip Inhibitory
1051249029,MESO.1,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,523922,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,185,Vip-IRES-Cre,GCaMP6f,6,0,2,9,1051107431,1051129953,1046576787,VisualBehaviorMultiscope,140,VISl,44091.35025,OPHYS_6_images_B,Novel >1,FALSE,B,1085395919,Vip Inhibitory
1051249031,MESO.1,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,523922,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,185,Vip-IRES-Cre,GCaMP6f,6,0,2,9,1051107431,1051129953,1046576791,VisualBehaviorMultiscope,219,VISl,44091.35025,OPHYS_6_images_B,Novel >1,FALSE,B,1085394282,Vip Inhibitory
938002068,MESO.1,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,453989,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,207,Vip-IRES-Cre,GCaMP6f,1,0,51,0,937682841,937825662,1018028408,VisualBehaviorMultiscope,225,VISl,43711.54609,OPHYS_1_images_A,Familiar,FALSE,A,1085400986,Vip Inhibitory
938002060,MESO.1,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,453989,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,207,Vip-IRES-Cre,GCaMP6f,1,0,51,0,937682841,937825662,1018028396,VisualBehaviorMultiscope,225,VISp,43711.54609,OPHYS_1_images_A,Familiar,FALSE,A,1085401030,Vip Inhibitory
938002058,MESO.1,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,453989,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,207,Vip-IRES-Cre,GCaMP6f,1,0,51,0,937682841,937825662,1018028393,VisualBehaviorMultiscope,150,VISp,43711.54609,OPHYS_1_images_A,Familiar,FALSE,A,1085400930,Vip Inhibitory
938002062,MESO.1,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,453989,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,207,Vip-IRES-Cre,GCaMP6f,1,0,51,0,937682841,937825662,1018028402,VisualBehaviorMultiscope,75,VISl,43711.54609,OPHYS_1_images_A,Familiar,FALSE,A,1085401020,Vip Inhibitory
938002066,MESO.1,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,453989,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,207,Vip-IRES-Cre,GCaMP6f,1,0,51,0,937682841,937825662,1018028405,VisualBehaviorMultiscope,150,VISl,43711.54609,OPHYS_1_images_A,Familiar,FALSE,A,1085400984,Vip Inhibitory
