behavior_session_id,ophys_session_id,ophys_container_id,mouse_id,indicator,full_genotype,driver_line,cre_line,reporter_line,sex,age_in_days,project_code,session_type,session_number,image_set,behavior_type,experience_level,prior_exposures_to_session_type,prior_exposures_to_image_set,prior_exposures_to_omissions,date_of_acquisition,equipment_name,imaging_plane_group_count,go_trial_count,ophys_experiment_id,false_alarm_trial_count,engaged_trial_count,trial_count,num_targeted_structures,hit_trial_count,correct_reject_trial_count,num_depths_per_area,catch_trial_count,miss_trial_count,file_id
816394256,,,431023,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,98,VisualBehavior,OPHYS_3_images_A,3,images_A,active_behavior,Familiar,0,10,4,31-01-19 14:25,CAM2P.5,,229,,5,162,671,,82,29,,34,147,4107
817165094,817101568,[812858755],431023,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,99,VisualBehavior,OPHYS_4_images_B,4,images_B,active_behavior,Novel 1,0,0,5,01-02-19 13:34,CAM2P.5,,275,[817267785],4,205,546,1,67,36,1,40,208,-999
818007489,,,431023,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,102,VisualBehavior,OPHYS_4_images_B,4,images_B,active_behavior,Novel >1,1,1,6,04-02-19 16:29,CAM2P.5,,306,,3,213,497,,71,43,,46,235,4108
818825644,,,431023,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,103,VisualBehavior,OPHYS_5_images_B_passive,5,images_B,passive_viewing,Novel >1,0,2,7,05-02-19 16:22,CAM2P.5,,350,,0,0,400,,0,50,,50,350,4109
819323551,,,431023,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,104,VisualBehavior,OPHYS_5_images_B_passive,5,images_B,passive_viewing,Novel >1,1,3,8,06-02-19 16:05,CAM2P.5,,265,,3,346,598,,125,33,,36,140,4110
820124540,819949602,[812858755],431023,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,105,VisualBehavior,OPHYS_6_images_B,6,images_B,active_behavior,Novel >1,0,4,9,07-02-19 16:05,CAM2P.5,,249,[820307518],2,264,592,1,101,34,1,36,148,-999
821931655,,,431023,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,110,VisualBehavior,OPHYS_1_images_A,1,images_A,active_behavior,Familiar,1,11,11,12-02-19 16:45,CAM2P.5,,188,,7,453,731,,128,19,,26,60,4111
822439453,822388759,[812858755],431023,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,111,VisualBehavior,OPHYS_1_images_A,1,images_A,active_behavior,Familiar,2,12,12,13-02-19 14:56,CAM2P.5,,270,[822647135],9,333,656,1,84,28,1,37,186,-999
823254723,,,431023,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,112,VisualBehavior,OPHYS_1_images_A,1,images_A,active_behavior,Familiar,3,13,13,14-02-19 15:16,CAM2P.5,,215,,6,394,716,,98,26,,32,117,4112
824894721,824745199,[812858755],431023,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,116,VisualBehavior,OPHYS_3_images_A,3,images_A,active_behavior,Familiar,1,14,15,18-02-19 12:55,CAM2P.5,,199,[825130141],10,209,711,1,86,19,1,29,113,-999
842346969,,,442709,GCaMP6s,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai94(TITL-GCaMP6s)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai94(TITL-GCaMP6s),F,96,VisualBehavior,OPHYS_1_images_A,1,images_A,active_behavior,Familiar,0,11,0,27-03-19 12:00,CAM2P.4,,145,,4,263,977,,92,17,,21,53,4153
842812730,842752650,[876693136],442709,GCaMP6s,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai94(TITL-GCaMP6s)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai94(TITL-GCaMP6s),F,97,VisualBehavior,OPHYS_1_images_A,1,images_A,active_behavior,Familiar,1,12,1,28-03-19 12:22,CAM2P.4,,187,[842975542],4,454,713,1,125,22,1,26,62,-999
843401576,843363571,[876693136],442709,GCaMP6s,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai94(TITL-GCaMP6s)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai94(TITL-GCaMP6s),F,98,VisualBehavior,OPHYS_2_images_A_passive,2,images_A,passive_viewing,Familiar,0,13,2,29-03-19 14:10,CAM2P.4,,351,[843520488],0,0,402,1,0,51,1,51,351,-999
844027599,843871375,[876693136],442709,GCaMP6s,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai94(TITL-GCaMP6s)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai94(TITL-GCaMP6s),F,101,VisualBehavior,OPHYS_3_images_A,3,images_A,active_behavior,Familiar,0,14,3,01-04-19 11:00,CAM2P.4,,125,[844395446],9,300,959,1,90,11,1,20,35,-999
844649493,844465368,[876693136],442709,GCaMP6s,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai94(TITL-GCaMP6s)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai94(TITL-GCaMP6s),F,102,VisualBehavior,OPHYS_4_images_B,4,images_B,active_behavior,Novel 1,0,0,4,02-04-19 11:12,CAM2P.4,,163,[845037476],8,709,837,1,141,14,1,22,22,-999
846011320,845840207,[876693136],442709,GCaMP6s,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai94(TITL-GCaMP6s)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai94(TITL-GCaMP6s),F,104,VisualBehavior,OPHYS_6_images_B,6,images_B,active_behavior,Novel >1,0,1,5,04-04-19 10:56,CAM2P.4,,230,[846487947],5,537,670,1,152,28,1,33,78,-999
846710859,846605051,[876693136],442709,GCaMP6s,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai94(TITL-GCaMP6s)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai94(TITL-GCaMP6s),F,105,VisualBehavior,OPHYS_5_images_B_passive,5,images_B,passive_viewing,Novel >1,0,2,6,05-04-19 10:57,CAM2P.4,,359,[847241639],0,0,409,1,0,50,1,50,359,-999
848278648,,,442709,GCaMP6s,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai94(TITL-GCaMP6s)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai94(TITL-GCaMP6s),F,109,VisualBehavior,OPHYS_5_images_B_passive,5,images_B,passive_viewing,Novel >1,1,3,8,09-04-19 11:10,CAM2P.4,,352,,0,0,401,,0,49,,49,352,4154
848599542,848253761,[846213087],436662,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,138,VisualBehavior,OPHYS_1_images_A,1,images_A,active_behavior,Familiar,0,35,0,09-04-19 15:06,CAM2P.4,,238,[848692970],2,349,657,1,127,34,1,36,111,-999
849136474,848891498,[846213087],436662,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,139,VisualBehavior,OPHYS_2_images_A_passive,2,images_A,passive_viewing,Familiar,0,36,1,10-04-19 15:19,CAM2P.4,,353,[849199228],0,0,405,1,0,52,1,52,353,-999
849648618,849600749,[846213087],436662,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,140,VisualBehavior,OPHYS_3_images_A,3,images_A,active_behavior,Familiar,0,37,2,11-04-19 14:20,CAM2P.4,,246,[850489605],6,76,586,1,82,27,1,33,164,-999
850985993,850959798,[846213087],436662,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,141,VisualBehavior,OPHYS_4_images_B,4,images_B,active_behavior,Novel 1,0,0,3,12-04-19 15:19,CAM2P.4,,244,[851056106],4,141,626,1,85,31,1,35,159,-999
851757903,851438454,[846213087],436662,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,144,VisualBehavior,OPHYS_5_images_B_passive,5,images_B,passive_viewing,Novel >1,0,1,4,15-04-19 14:01,CAM2P.4,,358,[851932055],0,0,409,1,0,51,1,51,358,-999
852440775,,,436662,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,145,VisualBehavior,OPHYS_6_images_B,6,images_B,active_behavior,Novel >1,0,2,5,16-04-19 14:13,CAM2P.4,,202,,6,98,805,,67,24,,30,135,4364
853496105,853416014,[846213087],436662,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,147,VisualBehavior,OPHYS_6_images_B,6,images_B,active_behavior,Novel >1,1,3,7,18-04-19 11:13,CAM2P.4,,219,[853962969],8,164,707,1,81,24,1,32,138,-999
842729895,842583486,[843049827],440298,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,108,VisualBehavior,OPHYS_1_images_A,1,images_A,active_behavior,Familiar,0,12,0,28-03-19 10:17,CAM2P.3,,128,[842973730],8,69,797,1,74,10,1,18,54,-999
843203333,843049997,[843049827],440298,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,109,VisualBehavior,OPHYS_2_images_A_passive,2,images_A,passive_viewing,Familiar,0,13,1,29-03-19 9:58,CAM2P.3,,352,[843519218],1,0,402,1,0,49,1,50,352,-999
844164376,,,440298,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,112,VisualBehavior,OPHYS_3_images_A,3,images_A,active_behavior,Familiar,0,14,2,01-04-19 12:52,CAM2P.3,,169,,10,293,700,,91,15,,25,78,4654
844849972,,,440298,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,113,VisualBehavior,OPHYS_3_images_A,3,images_A,active_behavior,Familiar,1,15,3,02-04-19 13:36,CAM2P.3,,92,,10,311,911,,87,3,,13,5,4655
845441512,845219209,[843049827],440298,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,114,VisualBehavior,OPHYS_4_images_B,4,images_B,active_behavior,Novel 1,0,0,4,03-04-19 12:15,CAM2P.3,,222,[848694639],3,502,645,1,141,29,1,32,81,-999
846194950,,,440298,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,115,VisualBehavior,OPHYS_5_images_B_passive,5,images_B,passive_viewing,Novel >1,0,1,5,04-04-19 13:13,CAM2P.3,,347,,0,0,398,,0,50,,50,347,4656
846929750,846599329,[843049827],440298,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,116,VisualBehavior,OPHYS_6_images_B,6,images_B,active_behavior,Novel >1,0,2,6,05-04-19 13:07,CAM2P.3,,237,[847125577],3,465,556,1,150,28,1,31,87,-999
848503804,848264175,[843049827],440298,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,120,VisualBehavior,OPHYS_5_images_B_passive,5,images_B,passive_viewing,Novel >1,1,3,7,09-04-19 13:30,CAM2P.3,,349,[848698709],0,0,399,1,0,50,1,50,349,-999
853526948,,,440298,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,129,VisualBehavior,OPHYS_3_images_A,3,images_A,active_behavior,Familiar,2,16,9,18-04-19 11:36,CAM2P.3,,187,,4,363,706,,99,20,,24,88,4657
830419451,830272668,[829561794],431252,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),F,133,VisualBehavior,OPHYS_1_images_A,1,images_A,active_behavior,Familiar,0,17,4,28-02-19 11:39,CAM2P.4,,256,[830700781],3,48,603,1,60,34,1,37,196,-999
830959034,,,431252,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),F,134,VisualBehavior,OPHYS_2_images_A_passive,2,images_A,passive_viewing,Familiar,0,18,5,01-03-19 11:21,CAM2P.4,,357,,0,0,409,,0,51,,51,357,4747
831905148,,,431252,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),F,137,VisualBehavior,OPHYS_3_images_A,3,images_A,active_behavior,Familiar,0,19,6,04-03-19 11:45,CAM2P.5,,224,,3,140,722,,58,28,,31,166,4748
833100683,833002992,[829561794],431252,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),F,139,VisualBehavior,OPHYS_3_images_A,3,images_A,active_behavior,Familiar,1,20,7,06-03-19 11:25,CAM2P.4,,237,[833629926],6,252,651,1,94,28,1,34,143,-999
833946929,833812106,[829561794],431252,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),F,140,VisualBehavior,OPHYS_4_images_B,4,images_B,active_behavior,Novel 1,0,0,8,07-03-19 11:50,CAM2P.4,,265,[834279496],7,325,585,1,94,30,1,37,171,-999
834928595,834887125,[829561794],431252,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),F,141,VisualBehavior,OPHYS_4_images_B,4,images_B,active_behavior,Novel >1,1,1,9,08-03-19 16:53,CAM2P.4,,235,[835006071],2,301,637,1,90,33,1,35,145,-999
835547527,,,431252,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),F,144,VisualBehavior,OPHYS_5_images_B_passive,5,images_B,passive_viewing,Novel >1,0,2,10,11-03-19 13:06,CAM2P.4,,358,,0,0,408,,0,50,,50,358,4749
835940015,835796136,[829561794],431252,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),F,145,VisualBehavior,OPHYS_6_images_B,6,images_B,active_behavior,Novel >1,0,3,11,12-03-19 11:38,CAM2P.4,,256,[836258936],6,291,649,1,69,31,1,37,187,-999
837108110,836962545,[829561794],431252,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),F,147,VisualBehavior,OPHYS_2_images_A_passive,2,images_A,passive_viewing,Familiar,1,21,13,14-03-19 11:15,CAM2P.4,,354,[837296345],0,0,405,1,0,51,1,51,354,-999
837512169,837363020,[829561794],431252,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),F,148,VisualBehavior,OPHYS_5_images_B_passive,5,images_B,passive_viewing,Novel >1,1,4,14,15-03-19 9:57,CAM2P.4,,355,[837729902],0,0,405,1,0,50,1,50,355,-999
880780889,,,453913,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),F,116,VisualBehavior,OPHYS_1_images_A,1,images_A,active_behavior,Familiar,0,17,0,04-06-19 15:08,CAM2P.4,,207,,7,558,606,,161,23,,30,46,4885
881427978,,,453913,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),F,117,VisualBehavior,OPHYS_1_images_A,1,images_A,active_behavior,Familiar,1,18,1,05-06-19 15:23,CAM2P.4,,273,,3,387,530,,129,36,,39,144,4886
882434675,882351065,[876461613],453913,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),F,118,VisualBehavior,OPHYS_2_images_A_passive,2,images_A,passive_viewing,Familiar,0,19,2,06-06-19 15:38,CAM2P.4,,358,[882520593],0,0,411,1,0,52,1,52,358,-999
882827577,,,453913,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),F,119,VisualBehavior,OPHYS_1_images_A,1,images_A,active_behavior,Familiar,2,20,3,07-06-19 15:17,CAM2P.4,,236,,3,467,653,,142,32,,35,94,4887
884888379,884359468,[876461613],453913,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),F,123,VisualBehavior,OPHYS_3_images_A,3,images_A,active_behavior,Familiar,0,21,4,11-06-19 15:36,CAM2P.4,,180,[885067844],9,555,728,1,135,17,1,26,45,-999
885739915,,,453913,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),F,124,VisualBehavior,OPHYS_1_images_A,1,images_A,active_behavior,Familiar,3,22,5,12-06-19 16:35,CAM2P.4,,184,,6,635,682,,157,21,,27,27,4888
886446971,,,453913,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),F,125,VisualBehavior,OPHYS_1_images_A,1,images_A,active_behavior,Familiar,4,23,6,13-06-19 15:22,CAM2P.4,,97,,9,267,910,,92,5,,14,5,4889
887236947,,,453913,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),F,126,VisualBehavior,OPHYS_1_images_A,1,images_A,active_behavior,Familiar,5,24,7,14-06-19 16:08,CAM2P.4,,116,,9,300,804,,97,5,,14,19,4890
888301437,888190799,[876461613],453913,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),F,129,VisualBehavior,OPHYS_1_images_A,1,images_A,active_behavior,Familiar,6,25,8,17-06-19 15:18,CAM2P.4,,130,[888666698],12,537,756,1,116,7,1,19,14,-999
889559462,889179793,[876461613],453913,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),F,130,VisualBehavior,OPHYS_4_images_B,4,images_B,active_behavior,Novel 1,0,0,9,18-06-19 16:09,CAM2P.4,,163,[889775742],9,633,684,1,157,14,1,23,6,-999
890374401,890086402,[876461613],453913,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),F,131,VisualBehavior,OPHYS_5_images_B_passive,5,images_B,passive_viewing,Novel >1,0,1,10,19-06-19 14:08,CAM2P.4,,358,[891067673],0,0,409,1,0,51,1,51,358,-999
891792255,,,453913,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),F,132,VisualBehavior,OPHYS_6_images_B,6,images_B,active_behavior,Novel >1,0,2,11,20-06-19 15:45,CAM2P.4,,261,,0,450,570,,183,37,,37,78,4891
892663103,,,453913,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),F,133,VisualBehavior,OPHYS_6_images_B,6,images_B,active_behavior,Novel >1,1,3,12,21-06-19 16:25,CAM2P.4,,252,,7,431,553,,161,29,,36,91,4892
893600606,,,453913,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),F,136,VisualBehavior,OPHYS_6_images_B,6,images_B,active_behavior,Novel >1,2,4,13,24-06-19 16:05,CAM2P.4,,210,,8,520,599,,165,24,,32,45,4893
792477679,792327341,[814796612],412366,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),F,147,VisualBehavior,OPHYS_1_images_A,1,images_A,active_behavior,Familiar,0,11,1,10-12-18 9:52,CAM2P.4,,134,[792813858],15,133,697,1,79,2,1,17,55,-999
