behavior_session_id,ophys_session_id,ophys_container_id,mouse_id,indicator,full_genotype,driver_line,cre_line,reporter_line,sex,age_in_days,imaging_plane_group_count,project_code,session_type,session_number,image_set,behavior_type,experience_level,prior_exposures_to_session_type,prior_exposures_to_image_set,prior_exposures_to_omissions,date_of_acquisition,equipment_name,num_depths_per_area,ophys_experiment_id,num_targeted_structures,correct_reject_trial_count,catch_trial_count,go_trial_count,miss_trial_count,trial_count,file_id,false_alarm_trial_count,engaged_trial_count,hit_trial_count,auto_reward_count,earned_reward_count,total_reward_count,total_reward_volume,maximum_reward_rate,mean_hit_rate,mean_hit_rate_uncorrected,mean_hit_rate_engaged,mean_false_alarm_rate,mean_false_alarm_rate_uncorrected,mean_false_alarm_rate_engaged,mean_dprime,mean_dprime_engaged,max_dprime,max_dprime_engaged,mean_running_speed,mean_pupil_area,mean_dff
806109931,805989030,[803517529],425493,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,106,,VisualBehavior,OPHYS_1_images_A,1,images_A,active_behavior,Familiar,0,8,2,09-01-19 11:48,CAM2P.4,1,[806456687],1,29,34,237,78,635,-999,5,543,159,0,159,159,1.113,4.297050827,0.736065722,0.740294118,0.753937251,0.187803525,0.15756178,0.204697993,1.654451245,1.619955195,2.249224872,2.249224872,6.497491911,,0.007953384
807356557,807208045,[803517529],425493,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,108,,VisualBehavior,OPHYS_3_images_A,3,images_A,active_behavior,Familiar,0,10,4,11-01-19 11:42,CAM2P.4,1,[807752719],1,14,21,155,24,912,-999,7,641,131,0,131,131,0.917,4.014579981,0.778865255,0.770342528,0.788056121,0.274187321,0.250663511,0.268079863,1.446276781,1.488556796,2.062261582,2.062261582,2.265763533,1.573534388,0.006968016
808324301,808107961,[803517529],425493,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,111,,VisualBehavior,OPHYS_4_images_B,4,images_B,active_behavior,Novel 1,0,0,5,14-01-19 12:09,CAM2P.4,1,[808619543],1,28,30,221,45,796,-999,2,707,176,0,176,176,1.232,4.671510215,0.881368901,0.888048603,0.896601319,0.134342651,0.067104748,0.135123516,2.43099878,2.480663494,2.930467585,2.930467585,8.004289759,1.691252912,0.013315717
809358811,,,425493,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,113,,VisualBehavior,OPHYS_6_images_B,6,images_B,active_behavior,Novel >1,0,2,7,16-01-19 11:57,CAM2P.4,,,,23,31,205,35,732,3937,8,662,170,0,170,170,1.19,4.616797844,0.769727051,0.764465751,0.78341279,0.196604021,0.168992155,0.193858831,1.748940875,1.765669158,3.030970215,3.030970215,2.501557968,,
812955256,812802821,[803517529],425493,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,121,,VisualBehavior,OPHYS_6_images_B,6,images_B,active_behavior,Novel >1,1,4,12,24-01-19 11:56,CAM2P.4,1,[813083478],1,37,38,255,136,682,-999,1,443,119,0,119,119,0.833,4.081387862,0.527416824,0.522748369,0.550650014,0.078543155,0.029199996,0.090358119,1.590928073,1.564183268,2.669396729,2.669396729,15.56074339,1.901194028,0.009076229
816417578,,,425493,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,128,,VisualBehavior,OPHYS_6_images_B,6,images_B,active_behavior,Novel >1,2,5,13,31-01-19 14:37,CAM2P.4,,,,23,29,198,58,780,3940,6,641,140,0,140,140,0.98,3.8160624,0.783996606,0.778489998,0.820273789,0.241553137,0.20910476,0.257201031,1.615299549,1.687546055,2.406953037,2.406953037,10.69807131,,
806296598,806203732,[803589437],425496,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,106,,VisualBehavior,OPHYS_1_images_A,1,images_A,active_behavior,Familiar,0,8,1,09-01-19 15:10,CAM2P.4,1,[806455766],1,25,32,202,78,718,-999,7,460,124,0,124,124,0.868,4.356632689,0.718319605,0.713868038,0.795200223,0.278595237,0.249465444,0.233947824,1.302023706,1.624674105,2.31632376,2.31632376,29.22594062,1.487576445,0.003533313
807584876,807393193,[803589437],425496,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,108,,VisualBehavior,OPHYS_3_images_A,3,images_A,active_behavior,Familiar,0,10,3,11-01-19 13:48,CAM2P.4,1,[807753334],1,21,27,203,43,679,-999,6,591,160,0,160,160,1.12,3.963219852,0.769953308,0.772127221,0.776410389,0.24103913,0.230949444,0.236567094,1.491270958,1.503774596,2.013652237,2.013652237,32.13557662,1.272436551,0.002762996
808432167,808340530,[803589437],425496,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,111,,VisualBehavior,OPHYS_4_images_B,4,images_B,active_behavior,Novel 1,0,0,4,14-01-19 13:59,CAM2P.4,1,[808621034],1,24,34,233,86,659,-999,10,462,147,0,147,147,1.029,4.228285681,0.760943104,0.769842927,0.895611646,0.379955567,0.401902132,0.434281933,1.261515864,1.595603862,2.241402728,2.241402728,30.75253075,1.272867358,0.005494043
809427293,809393834,[803589437],425496,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,113,,VisualBehavior,OPHYS_6_images_B,6,images_B,active_behavior,Novel >1,0,2,6,16-01-19 15:01,CAM2P.4,1,[809501118],1,19,24,171,16,765,-999,5,616,155,0,155,155,1.085,4.14348509,0.922459262,0.935724997,0.929032244,0.192389097,0.139554046,0.17882979,2.421471609,2.483927131,3.031168441,3.031168441,35.81437222,1.308329515,0.005591173
825888541,825682242,[825183217],429952,GCaMP6f,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,['Vip-IRES-Cre'],Vip-IRES-Cre,Ai148(TIT2L-GC6f-ICL-tTA2),M,131,,VisualBehavior,OPHYS_1_images_A,1,images_A,active_behavior,Familiar,0,11,1,20-02-19 9:52,CAM2P.4,1,[826587940],1,50,50,346,340,437,-999,0,0,6,0,6,6,0.042,0.514049795,0.032792541,0.029418488,,0.069646484,0,,-0.418382962,,-0.017330523,,27.63112367,1.467566144,0.012191316
826697158,,,429952,GCaMP6f,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,['Vip-IRES-Cre'],Vip-IRES-Cre,Ai148(TIT2L-GC6f-ICL-tTA2),M,132,,VisualBehavior,OPHYS_1_images_A,1,images_A,active_behavior,Familiar,1,12,2,21-02-19 9:41,CAM2P.4,,,,48,48,336,326,456,2145,0,0,10,0,10,10,0.07,1.967355506,0.062801565,0.057118688,,0.066998142,0,,-0.282140553,,0.769325856,,23.72082322,,
827374757,,,429952,GCaMP6f,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,['Vip-IRES-Cre'],Vip-IRES-Cre,Ai148(TIT2L-GC6f-ICL-tTA2),M,133,,VisualBehavior,OPHYS_1_images_A,1,images_A,active_behavior,Familiar,2,13,3,22-02-19 9:49,CAM2P.4,,,,47,48,340,337,449,2146,1,0,3,0,3,3,0.021,0.345251731,0.017547119,0.011192662,,0.069630786,0.021113594,,-0.644939715,,-0.226779258,,26.57811692,,
835820832,835795999,[825183217],429952,GCaMP6f,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,['Vip-IRES-Cre'],Vip-IRES-Cre,Ai148(TIT2L-GC6f-ICL-tTA2),M,151,,VisualBehavior,OPHYS_3_images_A,3,images_A,active_behavior,Familiar,0,17,13,12-03-19 9:10,CAM2P.4,1,[836258957],1,47,47,334,332,454,-999,0,0,2,0,2,2,0.014,0.461991177,0.012273773,0.001378158,,0.057601801,0,,-0.638039162,,-0.226779258,,18.591542,1.2100704,0.012409099
829578829,829521794,[825183217],429952,GCaMP6f,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,['Vip-IRES-Cre'],Vip-IRES-Cre,Ai148(TIT2L-GC6f-ICL-tTA2),M,138,,VisualBehavior,OPHYS_4_images_B,4,images_B,active_behavior,Novel 1,0,0,6,27-02-19 10:00,CAM2P.4,1,[830093338],1,50,51,346,345,437,-999,1,0,1,0,1,1,0.007,0.206537881,0.013024489,0.002857921,,0.071514068,0.02358129,,-0.719432717,,-0.466462706,,27.58108653,1.395971594,0.021854533
830832988,,,429952,GCaMP6f,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,['Vip-IRES-Cre'],Vip-IRES-Cre,Ai148(TIT2L-GC6f-ICL-tTA2),M,140,,VisualBehavior,OPHYS_6_images_B,6,images_B,active_behavior,Novel >1,0,2,8,01-03-19 9:34,CAM2P.4,,,,51,51,363,363,415,2149,0,0,0,0,0,0,0,0,0.012159,0,,0.061294722,0,,-0.632704248,,0,,23.49262828,,
831824426,831761261,[825183217],429952,GCaMP6f,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,['Vip-IRES-Cre'],Vip-IRES-Cre,Ai148(TIT2L-GC6f-ICL-tTA2),M,143,,VisualBehavior,OPHYS_6_images_B,6,images_B,active_behavior,Novel >1,1,3,9,04-03-19 9:19,CAM2P.4,1,[832115263],1,50,50,359,359,410,-999,0,0,0,0,0,0,0,0,0.011697253,0,,0.059373121,0,,-0.641908305,,-0.492433238,,19.61263183,1.524860547,0.008066261
832981154,832881662,[825183217],429952,GCaMP6f,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,['Vip-IRES-Cre'],Vip-IRES-Cre,Ai148(TIT2L-GC6f-ICL-tTA2),M,145,,VisualBehavior,OPHYS_6_images_B,6,images_B,active_behavior,Novel >1,2,4,10,06-03-19 9:25,CAM2P.4,1,[833631914],1,49,49,354,354,413,-999,0,0,0,0,0,0,0,0,0.01182113,0,,0.057789076,0,,-0.633228466,,-0.463616007,,21.69426746,,0.00791919
815045874,,,431023,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,96,,VisualBehavior,OPHYS_1_images_A,1,images_A,active_behavior,Familiar,0,8,2,29-01-19 16:25,CAM2P.5,,,,25,32,221,117,582,4106,7,335,104,0,104,104,0.728,3.367836065,0.592397413,0.590421128,0.680146374,0.311243246,0.313353136,0.375556647,0.805405591,0.794696644,1.318979859,1.279075097,6.530241453,,
821931655,,,431023,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,110,,VisualBehavior,OPHYS_1_images_A,1,images_A,active_behavior,Familiar,1,11,11,12-02-19 16:45,CAM2P.5,,,,19,26,188,60,731,4111,7,453,128,0,128,128,0.896,3.666239563,0.706457853,0.711325454,0.71004185,0.322608053,0.314499944,0.350936759,1.00846109,0.934659102,1.641911316,1.609079041,6.986278119,,
822439453,822388759,[812858755],431023,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,111,,VisualBehavior,OPHYS_1_images_A,1,images_A,active_behavior,Familiar,2,12,12,13-02-19 14:56,CAM2P.5,1,[822647135],1,28,37,270,186,656,-999,9,333,84,0,84,84,0.588,4.016381616,0.43928492,0.442721988,0.7826871,0.317882994,0.314123596,0.585376211,0.264942312,0.563984797,1.067570524,1.067570524,5.094109352,1.122472152,0.006195183
823254723,,,431023,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,112,,VisualBehavior,OPHYS_1_images_A,1,images_A,active_behavior,Familiar,3,13,13,14-02-19 15:16,CAM2P.5,,,,26,32,215,117,716,4112,6,394,98,0,98,98,0.686,3.9257106,0.561828054,0.567076753,0.656600926,0.271105178,0.235850507,0.366165299,0.841201841,0.773637381,1.466128358,1.372099471,5.280634374,,
816394256,,,431023,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,98,,VisualBehavior,OPHYS_3_images_A,3,images_A,active_behavior,Familiar,0,10,4,31-01-19 14:25,CAM2P.5,,,,29,34,229,147,671,4107,5,162,82,0,82,82,0.574,4.473001643,0.418248503,0.414763078,0.396152272,0.234221905,0.204905009,0.235738273,0.61820397,0.54434148,1.251395396,1.21713593,8.128557385,,
824894721,824745199,[812858755],431023,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,116,,VisualBehavior,OPHYS_3_images_A,3,images_A,active_behavior,Familiar,1,14,15,18-02-19 12:55,CAM2P.5,1,[825130141],1,19,29,199,113,711,-999,10,209,86,0,86,86,0.602,3.503569718,0.526387878,0.532053083,0.565835768,0.519042351,0.545959756,0.625446775,0.039707643,-0.158378294,1.15034938,1.15034938,9.24437035,1.328810587,0.008088246
817165094,817101568,[812858755],431023,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,99,,VisualBehavior,OPHYS_4_images_B,4,images_B,active_behavior,Novel 1,0,0,5,01-02-19 13:34,CAM2P.5,1,[817267785],1,36,40,275,208,546,-999,4,205,67,0,67,67,0.469,4.379773307,0.381641902,0.377760063,0.886373092,0.199078655,0.180350959,0.535105133,0.401851429,1.130253225,1.760470869,1.666766593,5.148018418,1.10680056,0.008319722
818007489,,,431023,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,102,,VisualBehavior,OPHYS_4_images_B,4,images_B,active_behavior,Novel >1,1,1,6,04-02-19 16:29,CAM2P.5,,,,43,46,306,235,497,4108,3,213,71,0,71,71,0.497,4.17217299,0.130642523,0.119688494,0.447700407,0.089801261,0.040598191,0.15508627,-0.242028516,0.908968774,1.770520725,1.770520725,2.400484986,,
820124540,819949602,[812858755],431023,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,105,,VisualBehavior,OPHYS_6_images_B,6,images_B,active_behavior,Novel >1,0,4,9,07-02-19 16:05,CAM2P.5,1,[820307518],1,34,36,249,148,592,-999,2,264,101,0,101,101,0.707,4.743389092,0.551836666,0.558304287,0.865493266,0.107819369,0.105392291,0.189944352,1.39519271,2.083303762,2.640122265,2.362478919,3.067814764,0.971476639,0.005398526
830419451,830272668,[829561794],431252,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),F,133,,VisualBehavior,OPHYS_1_images_A,1,images_A,active_behavior,Familiar,0,17,4,28-02-19 11:39,CAM2P.4,1,[830700781],1,34,37,256,196,603,-999,3,48,60,0,60,60,0.42,2.854639035,0.250642718,0.244735184,0.317760102,0.129168594,0.088519255,0.192754919,0.500952776,0.441889993,1.072294914,0.905361062,25.11071771,1.304679523,0.025928769
831905148,,,431252,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),F,137,,VisualBehavior,OPHYS_3_images_A,3,images_A,active_behavior,Familiar,0,19,6,04-03-19 11:45,CAM2P.5,,,,28,31,224,166,722,4748,3,140,58,0,58,58,0.406,3.225710983,0.344389947,0.33774417,0.570624986,0.164275912,0.128221208,0.29347407,0.474828496,0.728008705,1.264708549,1.073958984,3.58749582,,
833100683,833002992,[829561794],431252,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),F,139,,VisualBehavior,OPHYS_3_images_A,3,images_A,active_behavior,Familiar,1,20,7,06-03-19 11:25,CAM2P.4,1,[833629926],1,28,34,237,143,651,-999,6,252,94,0,94,94,0.658,3.689086017,0.409824646,0.40261852,0.509038287,0.247373231,0.225710985,0.291781978,0.563505195,0.677837876,1.917381203,1.917381203,19.85275949,1.277451438,0.0224602
833946929,833812106,[829561794],431252,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),F,140,,VisualBehavior,OPHYS_4_images_B,4,images_B,active_behavior,Novel 1,0,0,8,07-03-19 11:50,CAM2P.4,1,[834279496],1,30,37,265,171,585,-999,7,325,94,0,94,94,0.658,4.160986525,0.470240065,0.465907372,0.749325495,0.263549324,0.283051251,0.383590001,0.510361637,0.986764611,1.585406355,1.585406355,22.70101254,1.254092172,0.023593671
834928595,834887125,[829561794],431252,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),F,141,,VisualBehavior,OPHYS_4_images_B,4,images_B,active_behavior,Novel >1,1,1,9,08-03-19 16:53,CAM2P.4,1,[835006071],1,33,35,235,145,637,-999,2,301,90,0,90,90,0.63,4.19455414,0.555099617,0.559808922,0.958398226,0.133352392,0.112607539,0.238418495,1.417032001,2.53211763,3.007727986,3.007727986,11.60028056,0.95774446,0.015814847
835940015,835796136,[829561794],431252,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),F,145,,VisualBehavior,OPHYS_6_images_B,6,images_B,active_behavior,Novel >1,0,3,11,12-03-19 11:38,CAM2P.4,1,[836258936],1,31,37,256,187,649,-999,6,291,69,0,69,69,0.483,3.522017122,0.375072906,0.371870126,0.635452789,0.276221983,0.296686685,0.551995969,0.201423585,0.205263829,1.321681074,0.786197867,19.27964736,1.306874073,0.022800629
848599542,848253761,[846213087],436662,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,138,,VisualBehavior,OPHYS_1_images_A,1,images_A,active_behavior,Familiar,0,35,0,09-04-19 15:06,CAM2P.4,1,[848692970],1,34,36,238,111,657,-999,2,349,127,5,127,132,0.914,4.49278205,0.539583739,0.537758921,0.562081146,0.100631219,0.059486413,0.09980088,1.487290426,1.504985926,2.191204755,2.121538784,34.50417289,1.221247125,0.007831225
849648618,849600749,[846213087],436662,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,140,,VisualBehavior,OPHYS_3_images_A,3,images_A,active_behavior,Familiar,0,37,2,11-04-19 14:20,CAM2P.4,1,[850489605],1,27,33,246,164,586,-999,6,76,82,5,82,87,0.599,2.918964603,0.303647039,0.301854924,0.337448449,0.16540403,0.111476902,0.172749488,0.498706734,0.57446757,0.9273493,0.883755685,38.58336536,1.183114923,0.00871594
850985993,850959798,[846213087],436662,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,141,,VisualBehavior,OPHYS_4_images_B,4,images_B,active_behavior,Novel 1,0,0,3,12-04-19 15:19,CAM2P.4,1,[851056106],1,31,35,244,159,626,-999,4,141,85,5,85,90,0.62,3.060566725,0.380834636,0.38412018,0.360507944,0.176880248,0.162637138,0.07905081,0.694131636,1.132617129,1.696733092,1.696733092,39.41618485,1.112163621,0.010521199
852440775,,,436662,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,145,,VisualBehavior,OPHYS_6_images_B,6,images_B,active_behavior,Novel >1,0,2,5,16-04-19 14:13,CAM2P.4,,,,24,30,202,135,805,4364,6,98,67,5,67,72,0.494,3.890630372,0.356167133,0.361755187,0.453415706,0.175598957,0.136488676,0.197982516,0.575945404,0.539402938,1.183359933,1.183359933,35.57144598,,
853496105,853416014,[846213087],436662,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,147,,VisualBehavior,OPHYS_6_images_B,6,images_B,active_behavior,Novel >1,1,3,7,18-04-19 11:13,CAM2P.4,1,[853962969],1,24,32,219,138,707,-999,8,164,81,5,81,86,0.592,3.15155062,0.453528723,0.457180782,0.535166814,0.30633869,0.299900922,0.373371609,0.356635351,0.245867103,0.946432093,0.712443032,29.90420816,1.177183377,0.011521397
842729895,842583486,[843049827],440298,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,108,,VisualBehavior,OPHYS_1_images_A,1,images_A,active_behavior,Familiar,0,12,0,28-03-19 10:17,CAM2P.3,1,[842973730],1,10,18,128,54,797,-999,8,69,74,5,74,79,0.543,3.022741596,0.605434637,0.608859294,0.642794241,0.577399127,0.624347484,0.632904595,0.057866299,-0.007461109,0.967421566,0.967421566,22.21390225,1.219033843,0.006798695
844164376,,,440298,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,112,,VisualBehavior,OPHYS_3_images_A,3,images_A,active_behavior,Familiar,0,14,2,01-04-19 12:52,CAM2P.3,,,,15,25,169,78,700,4654,10,293,91,5,91,96,0.662,3.485496811,0.61573861,0.626043797,0.608930206,0.367254216,0.33856498,0.369704715,0.738256768,0.691461153,2.795203007,1.871770538,23.71474816,,
844849972,,,440298,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,113,,VisualBehavior,OPHYS_3_images_A,3,images_A,active_behavior,Familiar,1,15,3,02-04-19 13:36,CAM2P.3,,,,3,13,92,5,911,4655,10,311,87,5,87,92,0.634,3.75384051,0.941486538,0.953952197,0.955851522,0.822489389,0.928158323,0.855099089,0.631691709,0.630903686,1.465233793,0.91863859,25.40978334,,
853526948,,,440298,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,129,,VisualBehavior,OPHYS_3_images_A,3,images_A,active_behavior,Familiar,2,16,9,18-04-19 11:36,CAM2P.3,,,,20,24,187,88,706,4657,4,363,99,5,99,104,0.718,3.792522934,0.718762528,0.721132196,0.847490231,0.226622627,0.195372627,0.262747821,1.458888769,1.779301171,2.406347705,2.406347705,19.86251912,,
845441512,845219209,[843049827],440298,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,114,,VisualBehavior,OPHYS_4_images_B,4,images_B,active_behavior,Novel 1,0,0,4,03-04-19 12:15,CAM2P.3,1,[848694639],1,29,32,222,81,645,-999,3,502,141,5,141,146,1.012,4.087570444,0.738911511,0.736943007,0.803477288,0.150314807,0.17893602,0.159997474,1.85772233,2.039878761,3.066842132,3.066842132,24.79611002,1.378141659,0.002979229
