ophys_experiment_id,behavior_session_id,ophys_session_id,ophys_container_id,mouse_id,indicator,full_genotype,driver_line,cre_line,reporter_line,sex,age_in_days,imaging_depth,targeted_structure,targeted_imaging_depth,imaging_plane_group,project_code,session_type,session_number,image_set,behavior_type,passive,experience_level,prior_exposures_to_session_type,prior_exposures_to_image_set,prior_exposures_to_omissions,date_of_acquisition,equipment_name,published_at,isi_experiment_id,file_id
1044678595,1044602299,1044580813,1039579201,524274,GCaMP6f,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,['Sst-IRES-Cre'],Sst-IRES-Cre,Ai148(TIT2L-GC6f-ICL-tTA2),M,155,275,VISp,275,,VisualBehavior,OPHYS_6_images_B,6,B,active_behavior,FALSE,Novel >1,0,2,7,44063.53764,CAM2P.4,25-03-21 0:00,1027448106,906
806456687,806109931,805989030,803517529,425493,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,106,375,VISp,375,,VisualBehavior,OPHYS_1_images_A,1,A,active_behavior,FALSE,Familiar,0,8,2,43474.45042,CAM2P.4,25-03-21 0:00,782229094,907
807752719,807356557,807208045,803517529,425493,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,108,375,VISp,375,,VisualBehavior,OPHYS_3_images_A,3,A,active_behavior,FALSE,Familiar,0,10,4,43476.44602,CAM2P.4,25-03-21 0:00,782229094,908
808619543,808324301,808107961,803517529,425493,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,111,375,VISp,375,,VisualBehavior,OPHYS_4_images_B,4,B,active_behavior,FALSE,Novel 1,0,0,5,43479.46522,CAM2P.4,25-03-21 0:00,782229094,909
811456530,811303680,811234448,803517529,425493,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,118,375,VISp,375,,VisualBehavior,OPHYS_2_images_A_passive,2,A,passive_viewing,TRUE,Familiar,2,12,10,43486.47883,CAM2P.4,25-03-21 0:00,782229094,910
813083478,812955256,812802821,803517529,425493,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,121,375,VISp,375,,VisualBehavior,OPHYS_6_images_B,6,B,active_behavior,FALSE,Novel >1,1,4,12,43489.45598,CAM2P.4,25-03-21 0:00,782229094,911
815652334,815521974,815485890,812858755,431023,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,97,175,VISp,175,,VisualBehavior,OPHYS_2_images_A_passive,2,A,passive_viewing,TRUE,Familiar,0,9,3,43495.55604,CAM2P.5,25-03-21 0:00,796874559,1004
817267785,817165094,817101568,812858755,431023,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,99,175,VISp,175,,VisualBehavior,OPHYS_4_images_B,4,B,active_behavior,FALSE,Novel 1,0,0,5,43497.52389,CAM2P.5,25-03-21 0:00,796874559,1005
820307518,820124540,819949602,812858755,431023,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,105,175,VISp,175,,VisualBehavior,OPHYS_6_images_B,6,B,active_behavior,FALSE,Novel >1,0,4,9,43503.62885,CAM2P.5,25-03-21 0:00,796574293,1006
822647135,822439453,822388759,812858755,431023,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,111,175,VISp,175,,VisualBehavior,OPHYS_1_images_A,1,A,active_behavior,FALSE,Familiar,2,12,12,43509.58073,CAM2P.5,25-03-21 0:00,796874559,1007
825130141,824894721,824745199,812858755,431023,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,116,175,VISp,175,,VisualBehavior,OPHYS_3_images_A,3,A,active_behavior,FALSE,Familiar,1,14,15,43514.49684,CAM2P.5,25-03-21 0:00,796874559,1008
842975542,842812730,842752650,876693136,442709,GCaMP6s,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai94(TITL-GCaMP6s)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai94(TITL-GCaMP6s),F,97,175,VISp,175,,VisualBehavior,OPHYS_1_images_A,1,A,active_behavior,FALSE,Familiar,1,12,1,43552.47403,CAM2P.4,25-03-21 0:00,823276249,1016
843520488,843401576,843363571,876693136,442709,GCaMP6s,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai94(TITL-GCaMP6s)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai94(TITL-GCaMP6s),F,98,175,VISp,175,,VisualBehavior,OPHYS_2_images_A_passive,2,A,passive_viewing,TRUE,Familiar,0,13,2,43553.54892,CAM2P.4,25-03-21 0:00,823276249,1017
844395446,844027599,843871375,876693136,442709,GCaMP6s,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai94(TITL-GCaMP6s)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai94(TITL-GCaMP6s),F,101,175,VISp,175,,VisualBehavior,OPHYS_3_images_A,3,A,active_behavior,FALSE,Familiar,0,14,3,43556.37547,CAM2P.4,25-03-21 0:00,823276249,1018
845037476,844649493,844465368,876693136,442709,GCaMP6s,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai94(TITL-GCaMP6s)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai94(TITL-GCaMP6s),F,102,175,VISp,175,,VisualBehavior,OPHYS_4_images_B,4,B,active_behavior,FALSE,Novel 1,0,0,4,43557.38354,CAM2P.4,25-03-21 0:00,823276249,1019
846487947,846011320,845840207,876693136,442709,GCaMP6s,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai94(TITL-GCaMP6s)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai94(TITL-GCaMP6s),F,104,175,VISp,175,,VisualBehavior,OPHYS_6_images_B,6,B,active_behavior,FALSE,Novel >1,0,1,5,43559.37245,CAM2P.4,25-03-21 0:00,823276249,1020
847241639,846710859,846605051,876693136,442709,GCaMP6s,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai94(TITL-GCaMP6s)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai94(TITL-GCaMP6s),F,105,175,VISp,175,,VisualBehavior,OPHYS_5_images_B_passive,5,B,passive_viewing,TRUE,Novel >1,0,2,6,43560.37337,CAM2P.4,25-03-21 0:00,823276249,1021
848692970,848599542,848253761,846213087,436662,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,138,375,VISp,375,,VisualBehavior,OPHYS_1_images_A,1,A,active_behavior,FALSE,Familiar,0,35,0,43564.54588,CAM2P.4,25-03-21 0:00,811186818,1150
849199228,849136474,848891498,846213087,436662,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,139,375,VISp,375,,VisualBehavior,OPHYS_2_images_A_passive,2,A,passive_viewing,TRUE,Familiar,0,36,1,43565.5552,CAM2P.4,25-03-21 0:00,811186818,1151
850489605,849648618,849600749,846213087,436662,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,140,375,VISp,375,,VisualBehavior,OPHYS_3_images_A,3,A,active_behavior,FALSE,Familiar,0,37,2,43566.51449,CAM2P.4,25-03-21 0:00,811186818,1152
851056106,850985993,850959798,846213087,436662,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,141,375,VISp,375,,VisualBehavior,OPHYS_4_images_B,4,B,active_behavior,FALSE,Novel 1,0,0,3,43567.55535,CAM2P.4,25-03-21 0:00,811186818,1153
851932055,851757903,851438454,846213087,436662,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,144,375,VISp,375,,VisualBehavior,OPHYS_5_images_B_passive,5,B,passive_viewing,TRUE,Novel >1,0,1,4,43570.50084,CAM2P.4,25-03-21 0:00,811186818,1154
853962969,853496105,853416014,846213087,436662,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,147,375,VISp,375,,VisualBehavior,OPHYS_6_images_B,6,B,active_behavior,FALSE,Novel >1,1,3,7,43573.38469,CAM2P.4,25-03-21 0:00,811186818,1155
842973730,842729895,842583486,843049827,440298,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,108,375,VISp,375,,VisualBehavior,OPHYS_1_images_A,1,A,active_behavior,FALSE,Familiar,0,12,0,43552.38749,CAM2P.3,25-03-21 0:00,822459611,1242
843519218,843203333,843049997,843049827,440298,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,109,375,VISp,375,,VisualBehavior,OPHYS_2_images_A_passive,2,A,passive_viewing,TRUE,Familiar,0,13,1,43553.37418,CAM2P.3,25-03-21 0:00,822459611,1243
848694639,845441512,845219209,843049827,440298,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,114,375,VISp,375,,VisualBehavior,OPHYS_4_images_B,4,B,active_behavior,FALSE,Novel 1,0,0,4,43558.42768,CAM2P.3,25-03-21 0:00,822459611,1244
847125577,846929750,846599329,843049827,440298,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,116,375,VISp,375,,VisualBehavior,OPHYS_6_images_B,6,B,active_behavior,FALSE,Novel >1,0,2,6,43560.46345,CAM2P.3,25-03-21 0:00,822459611,1245
848698709,848503804,848264175,843049827,440298,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,120,375,VISp,375,,VisualBehavior,OPHYS_5_images_B_passive,5,B,passive_viewing,TRUE,Novel >1,1,3,7,43564.4798,CAM2P.3,25-03-21 0:00,822459611,1246
830700781,830419451,830272668,829561794,431252,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),F,133,375,VISp,375,,VisualBehavior,OPHYS_1_images_A,1,A,active_behavior,FALSE,Familiar,0,17,4,43524.44412,CAM2P.4,25-03-21 0:00,792314934,1267
833629926,833100683,833002992,829561794,431252,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),F,139,375,VISp,375,,VisualBehavior,OPHYS_3_images_A,3,A,active_behavior,FALSE,Familiar,1,20,7,43530.43459,CAM2P.4,25-03-21 0:00,792314934,1268
834279496,833946929,833812106,829561794,431252,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),F,140,375,VISp,375,,VisualBehavior,OPHYS_4_images_B,4,B,active_behavior,FALSE,Novel 1,0,0,8,43531.4518,CAM2P.4,25-03-21 0:00,792314934,1269
835006071,834928595,834887125,829561794,431252,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),F,141,375,VISp,375,,VisualBehavior,OPHYS_4_images_B,4,B,active_behavior,FALSE,Novel >1,1,1,9,43532.66244,CAM2P.4,25-03-21 0:00,792314934,1270
836258936,835940015,835796136,829561794,431252,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),F,145,375,VISp,375,,VisualBehavior,OPHYS_6_images_B,6,B,active_behavior,FALSE,Novel >1,0,3,11,43536.4437,CAM2P.4,25-03-21 0:00,792314934,1271
837296345,837108110,836962545,829561794,431252,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),F,147,375,VISp,375,,VisualBehavior,OPHYS_2_images_A_passive,2,A,passive_viewing,TRUE,Familiar,1,21,13,43538.42728,CAM2P.4,25-03-21 0:00,792314934,1272
837729902,837512169,837363020,829561794,431252,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),F,148,375,VISp,375,,VisualBehavior,OPHYS_5_images_B_passive,5,B,passive_viewing,TRUE,Novel >1,1,4,14,43539.37301,CAM2P.4,25-03-21 0:00,792314934,1273
882520593,882434675,882351065,876461613,453913,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),F,118,175,VISp,175,,VisualBehavior,OPHYS_2_images_A_passive,2,A,passive_viewing,TRUE,Familiar,0,19,2,43622.56851,CAM2P.4,25-03-21 0:00,849027978,1407
885067844,884888379,884359468,876461613,453913,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),F,123,175,VISp,175,,VisualBehavior,OPHYS_3_images_A,3,A,active_behavior,FALSE,Familiar,0,21,4,43627.56708,CAM2P.4,25-03-21 0:00,849027978,1408
888666698,888301437,888190799,876461613,453913,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),F,129,175,VISp,175,,VisualBehavior,OPHYS_1_images_A,1,A,active_behavior,FALSE,Familiar,6,25,8,43633.55453,CAM2P.4,25-03-21 0:00,849027978,1409
889775742,889559462,889179793,876461613,453913,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),F,130,175,VISp,175,,VisualBehavior,OPHYS_4_images_B,4,B,active_behavior,FALSE,Novel 1,0,0,9,43634.59022,CAM2P.4,25-03-21 0:00,849027978,1410
891067673,890374401,890086402,876461613,453913,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),F,131,175,VISp,175,,VisualBehavior,OPHYS_5_images_B_passive,5,B,passive_viewing,TRUE,Novel >1,0,1,10,43635.50604,CAM2P.4,25-03-21 0:00,849027978,1411
792813858,792477679,792327341,814796612,412366,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),F,147,375,VISp,375,,VisualBehavior,OPHYS_1_images_A,1,A,active_behavior,FALSE,Familiar,0,11,1,43444.37006,CAM2P.4,25-03-21 0:00,765187424,1412
794381992,794071128,793857113,814796612,412366,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),F,149,375,VISp,375,,VisualBehavior,OPHYS_3_images_A,3,A,active_behavior,FALSE,Familiar,0,13,3,43446.37126,CAM2P.4,25-03-21 0:00,765187424,1413
795076128,794673280,794474159,814796612,412366,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),F,150,375,VISp,375,,VisualBehavior,OPHYS_4_images_B,4,B,active_behavior,FALSE,Novel 1,0,0,4,43447.34972,CAM2P.4,25-03-21 0:00,765187424,1414
795952471,795431009,795217244,814796612,412366,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),F,151,375,VISp,375,,VisualBehavior,OPHYS_5_images_B_passive,5,B,passive_viewing,TRUE,Novel >1,0,1,5,43448.35812,CAM2P.4,25-03-21 0:00,765187424,1415
796105304,796031509,796019065,814796612,412366,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),F,152,375,VISp,375,,VisualBehavior,OPHYS_6_images_B,6,B,active_behavior,FALSE,Novel >1,0,2,6,43449.40556,CAM2P.4,25-03-21 0:00,765187424,1416
797255551,797170547,797078933,814796612,412366,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),F,154,375,VISp,375,,VisualBehavior,OPHYS_2_images_A_passive,2,A,passive_viewing,TRUE,Familiar,1,14,8,43451.66756,CAM2P.4,25-03-21 0:00,765187424,1417
803736273,803341010,803223329,814797528,421136,GCaMP6f,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,['Vip-IRES-Cre'],Vip-IRES-Cre,Ai148(TIT2L-GC6f-ICL-tTA2),M,127,175,VISp,175,,VisualBehavior,OPHYS_1_images_A,1,A,active_behavior,FALSE,Familiar,1,14,9,43469.36811,CAM2P.5,25-03-21 0:00,767468166,1591
805784331,805373492,805269503,814797528,421136,GCaMP6f,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,['Vip-IRES-Cre'],Vip-IRES-Cre,Ai148(TIT2L-GC6f-ICL-tTA2),M,131,175,VISp,175,,VisualBehavior,OPHYS_4_images_B,4,B,active_behavior,FALSE,Novel >1,1,3,11,43473.3638,CAM2P.5,25-03-21 0:00,767468166,1592
807753318,807198458,807055274,814797528,421136,GCaMP6f,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,['Vip-IRES-Cre'],Vip-IRES-Cre,Ai148(TIT2L-GC6f-ICL-tTA2),M,134,175,VISp,175,,VisualBehavior,OPHYS_5_images_B_passive,5,B,passive_viewing,TRUE,Novel >1,1,4,13,43476.36848,CAM2P.5,25-03-21 0:00,767468166,1593
808621958,808107647,808092249,814797528,421136,GCaMP6f,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,['Vip-IRES-Cre'],Vip-IRES-Cre,Ai148(TIT2L-GC6f-ICL-tTA2),M,137,175,VISp,175,,VisualBehavior,OPHYS_6_images_B,6,B,active_behavior,FALSE,Novel >1,1,5,14,43479.36231,CAM2P.5,25-03-21 0:00,767468166,1594
809497730,809321253,809261351,814797528,421136,GCaMP6f,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,['Vip-IRES-Cre'],Vip-IRES-Cre,Ai148(TIT2L-GC6f-ICL-tTA2),M,139,175,VISp,175,,VisualBehavior,OPHYS_2_images_A_passive,2,A,passive_viewing,TRUE,Familiar,2,17,16,43481.35812,CAM2P.5,25-03-21 0:00,767468166,1595
806455766,806296598,806203732,803589437,425496,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,106,175,VISp,175,,VisualBehavior,OPHYS_1_images_A,1,A,active_behavior,FALSE,Familiar,0,8,1,43474.59076,CAM2P.4,25-03-21 0:00,781470340,1596
806989729,806841326,806812738,803589437,425496,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,107,175,VISp,175,,VisualBehavior,OPHYS_2_images_A_passive,2,A,passive_viewing,TRUE,Familiar,0,9,2,43475.56541,CAM2P.4,25-03-21 0:00,781470340,1597
807753334,807584876,807393193,803589437,425496,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,108,175,VISp,175,,VisualBehavior,OPHYS_3_images_A,3,A,active_behavior,FALSE,Familiar,0,10,3,43476.53399,CAM2P.4,25-03-21 0:00,781470340,1598
808621034,808432167,808340530,803589437,425496,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,111,175,VISp,175,,VisualBehavior,OPHYS_4_images_B,4,B,active_behavior,FALSE,Novel 1,0,0,4,43479.54151,CAM2P.4,25-03-21 0:00,781470340,1599
809501118,809427293,809393834,803589437,425496,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,113,175,VISp,175,,VisualBehavior,OPHYS_6_images_B,6,B,active_behavior,FALSE,Novel >1,0,2,6,43481.58408,CAM2P.4,25-03-21 0:00,781470340,1600
811458048,811355443,811310092,803589437,425496,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,118,175,VISp,175,,VisualBehavior,OPHYS_5_images_B_passive,5,B,passive_viewing,TRUE,Novel >1,1,3,8,43486.56407,CAM2P.4,25-03-21 0:00,781470340,1601
848697625,848613406,848264483,846215539,445002,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,97,375,VISp,375,,VisualBehavior,OPHYS_1_images_A,1,A,active_behavior,FALSE,Familiar,0,11,0,43564.56003,CAM2P.3,25-03-21 0:00,828776452,1669
849203565,849147676,848894137,846215539,445002,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,98,375,VISp,375,,VisualBehavior,OPHYS_2_images_A_passive,2,A,passive_viewing,TRUE,Familiar,0,12,1,43565.56573,CAM2P.3,25-03-21 0:00,828776452,1670
